model,batch_mode,bifurcation,shift_sigma,seed,decipher_seed,arm,rho,rho_plus,rho_minus,branch_asw,r2_overall,r2_per_gene_median,trained_h5ad,error,seconds
native,genes,nobif,5.0,4,1,Base Decipher (genes),0.23829161523902068,,,,0.7369238177750497,0.8444042782412762,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed4_native_nobif_genes.h5ad,,215.9
native,genes,nobif,5.0,3,1,Base Decipher (genes),0.602102486486286,,,,0.749020585807757,0.7499209691015944,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed3_native_nobif_genes.h5ad,,230.4
native,genes,nobif,7.5,5,1,Base Decipher (genes),0.17294782082726368,,,,0.7627005367761305,0.8852226855672686,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed5_native_nobif_genes.h5ad,,187.0
native,genes,nobif,5.0,5,1,Base Decipher (genes),0.28897553962661415,,,,0.7696896197252874,0.8608711844569062,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed5_native_nobif_genes.h5ad,,220.3
native,genes,nobif,7.5,3,1,Base Decipher (genes),0.4539177248120524,,,,0.7443353100334658,0.8364757929958881,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed3_native_nobif_genes.h5ad,,242.6
native,genes,nobif,10.0,5,1,Base Decipher (genes),0.33200002473589546,,,,0.7653495413227955,0.908813500968542,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed5_native_nobif_genes.h5ad,,193.8
native,genes,nobif,10.0,4,1,Base Decipher (genes),0.4192713830653224,,,,0.7350206588930283,0.8985076593396297,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed4_native_nobif_genes.h5ad,,202.8
model2,z,bif,0.5,4,1,Set1 vz2,0.9242781632389683,0.8865450795183727,0.9285866994488664,0.3986892104148865,0.8995457520275637,0.7917754341704475,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed4_model2_bif_z.h5ad,,154.6
model2,z,bif,0.1,5,1,Set1 vz2,0.9714994449031943,0.9676136085983634,0.956019464569249,0.4271944761276245,0.8831962839387781,0.7695853282666503,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed5_model2_bif_z.h5ad,,171.6
model2,z,bif,0.1,4,1,Set1 vz2,0.9801485641523994,0.9732877632768261,0.9734802870491008,0.47326144576072693,0.8851097592858063,0.7867988399891408,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed4_model2_bif_z.h5ad,,188.5
native,genes,nobif,10.0,3,1,Base Decipher (genes),0.4652448231646298,,,,0.7429216223689947,0.8625583157708558,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed3_native_nobif_genes.h5ad,,258.7
model2,z,bif,0.5,3,1,Set1 vz2,0.9654330893143981,0.9629037363730026,0.9440864216433008,0.5103822350502014,0.9417580801788504,0.8969706107060612,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed3_model2_bif_z.h5ad,,204.9
model2,z,bif,0.1,3,1,Set1 vz2,0.9939717192982047,0.991032570285666,0.9915340514836055,0.5114484429359436,0.9493885451078455,0.905509346532047,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed3_model2_bif_z.h5ad,,241.2
model2,z,bif,0.5,5,1,Set1 vz2,0.8114770753737516,0.9414375799581939,0.7625064879956879,0.41931644082069397,0.8976145433785406,0.798495970612518,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed5_model2_bif_z.h5ad,,226.9
model2,z,bif,1.0,4,1,Set1 vz2,0.8422958247606637,0.7725294585461822,0.8028839142181462,0.3720267713069916,0.9126497817842847,0.8304149017188551,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed4_model2_bif_z.h5ad,,207.8
model2,z,bif,1.0,3,1,Set1 vz2,0.9154572383088821,0.9003581621492885,0.8400376323359687,0.45698389410972595,0.946279584420447,0.8891829385881699,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed3_model2_bif_z.h5ad,,245.2
model2,z,bif,1.0,5,1,Set1 vz2,0.8589925365480552,0.9042392482312926,0.7776681960414614,0.2672140896320343,0.9162035603550394,0.8524153343053581,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed5_model2_bif_z.h5ad,,210.2
model2,z,bif,2.0,5,1,Set1 vz2,0.7649735250433266,0.8414130909439467,0.5610410411134302,0.21974797546863556,0.9373268956349086,0.8875939902203636,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed5_model2_bif_z.h5ad,,193.0
model2,z,bif,2.0,3,1,Set1 vz2,0.8839839849457423,0.7267314976983845,0.895286576236639,0.2415294051170349,0.9470670331922342,0.8979569287182152,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed3_model2_bif_z.h5ad,,229.4
model2,z,bif,2.0,4,1,Set1 vz2,0.7813815528081718,0.5842249744267886,0.6348957108475428,0.12384622544050217,0.9339563633296942,0.8816054865096474,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed4_model2_bif_z.h5ad,,235.7
model2,z,bif,5.0,3,1,Set1 vz2,0.7846324756065168,0.721182242940091,0.5472004416135945,0.09874563664197922,0.9556177121661712,0.934798429011543,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed3_model2_bif_z.h5ad,,255.0
model2,z,nobif,0.1,5,1,Set1 vz2,0.9623613953742817,,,,0.8044433118629241,0.6153860384556733,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed5_model2_nobif_z.h5ad,,150.1
model2,z,bif,7.5,4,1,Set1 vz2,0.6841072467056302,0.4363417005213295,0.5871303925207946,0.16022995114326477,0.966649735408265,0.9520197234504718,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed4_model2_bif_z.h5ad,,262.3
model2,z,nobif,0.1,4,1,Set1 vz2,0.9749513203648066,,,,0.8224346190871937,0.6339696947258688,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed4_model2_nobif_z.h5ad,,169.3
model2,z,bif,7.5,3,1,Set1 vz2,0.788522494326246,0.6652986612430593,0.7601487993010604,0.07674138993024826,0.9608401069922118,0.9472223698142286,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed3_model2_bif_z.h5ad,,286.7
model2,z,nobif,0.1,3,1,Set1 vz2,0.9918899021219574,,,,0.9046170084893368,0.7764820647802525,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed3_model2_nobif_z.h5ad,,217.9
model2,z,bif,7.5,5,1,Set1 vz2,0.6286247523767998,0.3578636364391098,0.46909370694875624,0.07664061337709427,0.9621994898888477,0.9508012515312718,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed5_model2_bif_z.h5ad,,272.8
model2,z,bif,10.0,3,1,Set1 vz2,0.797626725394949,0.832221938726517,0.6145755172443768,0.043246276676654816,0.9663942171071723,0.9575790693308343,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed3_model2_bif_z.h5ad,,275.8
model2,z,bif,5.0,4,1,Set1 vz2,0.5432064802539943,0.5278033134851955,0.2692464338629235,0.27889201045036316,0.9589145935001903,0.9319584772437747,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed4_model2_bif_z.h5ad,,307.7
model2,z,bif,5.0,5,1,Set1 vz2,0.6598684817918269,0.47370398167081584,0.6866347497910829,0.13249492645263672,0.9591152263342642,0.9370173714226256,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed5_model2_bif_z.h5ad,,344.4
model2,z,bif,10.0,4,1,Set1 vz2,0.6235204516197966,0.3934118081041514,0.3680640326081909,0.07789601385593414,0.9702521605804203,0.958028263488287,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed4_model2_bif_z.h5ad,,292.3
model2,z,nobif,0.5,4,1,Set1 vz2,0.9520239355216149,,,,0.8471772958213153,0.666226790228122,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed4_model2_nobif_z.h5ad,,239.8
model2,z,bif,10.0,5,1,Set1 vz2,0.6639817125560439,0.5221672159101526,0.6023214949359713,0.06137657165527344,0.9634149352421767,0.9595316948566932,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed5_model2_bif_z.h5ad,,313.5
model2,z,nobif,0.5,5,1,Set1 vz2,0.9475502800281737,,,,0.8641931567482609,0.7287639832151498,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed5_model2_nobif_z.h5ad,,270.1
model2,z,nobif,1.0,3,1,Set1 vz2,0.8333976428652946,,,,0.9317747815248418,0.8565965249450174,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed3_model2_nobif_z.h5ad,,259.1
model2,z,nobif,0.5,3,1,Set1 vz2,0.963830170165326,,,,0.9203666283652623,0.796352636840444,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed3_model2_nobif_z.h5ad,,319.2
model2,z,nobif,1.0,4,1,Set1 vz2,0.9470699025998403,,,,0.8819222498209915,0.7930504970047311,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed4_model2_nobif_z.h5ad,,221.1
model2,z,nobif,2.0,4,1,Set1 vz2,0.7564531062791366,,,,0.9258979955742352,0.8824358830924799,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed4_model2_nobif_z.h5ad,,257.7
model2,z,nobif,1.0,5,1,Set1 vz2,0.6450830209326293,,,,0.9088025954929566,0.8303543122114446,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed5_model2_nobif_z.h5ad,,263.4
model2,z,nobif,7.5,3,1,Set1 vz2,0.7776508668538906,,,,0.9672581511724245,0.9581609460073253,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed3_model2_nobif_z.h5ad,,245.5
model2,z,nobif,5.0,4,1,Set1 vz2,0.6923527980307277,,,,0.9615986871015556,0.9461601959755872,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed4_model2_nobif_z.h5ad,,249.8
model2,z,nobif,2.0,5,1,Set1 vz2,0.6705928949066178,,,,0.9434961257474285,0.9134094135974687,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed5_model2_nobif_z.h5ad,,265.2
model2,z,nobif,2.0,3,1,Set1 vz2,0.7955324974937333,,,,0.9447687090526095,0.9084905786890517,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed3_model2_nobif_z.h5ad,,281.7
model2,z,nobif,5.0,3,1,Set1 vz2,0.6781763537335047,,,,0.9608983804391047,0.94581195860656,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed3_model2_nobif_z.h5ad,,265.2
model2,z,nobif,10.0,3,1,Set1 vz2,0.829865305205261,,,,0.9710176793193787,0.966434291960035,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed3_model2_nobif_z.h5ad,,222.4
model5,genes,bif,0.1,3,1,Set3 zx2,0.9948852191386255,0.9934134402001047,0.9932069937351075,0.4208812713623047,0.9498809142199206,0.9078581422671195,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed3_model5_bif_genes.h5ad,,192.7
model2,z,nobif,7.5,5,1,Set1 vz2,0.6713737137896948,,,,0.9687591941831553,0.9706122591191761,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed5_model2_nobif_z.h5ad,,282.7
model2,z,nobif,5.0,5,1,Set1 vz2,0.4660383293029981,,,,0.9661587749613764,0.961335560771551,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed5_model2_nobif_z.h5ad,,333.1
model5,genes,bif,0.1,4,1,Set3 zx2,0.981515280959152,0.9728888183025645,0.9755459850057283,0.48820337653160095,0.8859151750240831,0.7904398406190795,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed4_model5_bif_genes.h5ad,,222.0
model2,z,nobif,10.0,4,1,Set1 vz2,0.7837182220823572,,,,0.9730051994765236,0.9668156411968255,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed4_model2_nobif_z.h5ad,,290.1
model2,z,nobif,7.5,4,1,Set1 vz2,0.5920028858748955,,,,0.9698772792668523,0.9586445217791275,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed4_model2_nobif_z.h5ad,,346.3
model2,z,nobif,10.0,5,1,Set1 vz2,0.6525599833432982,,,,0.9683919277147126,0.9766705261662751,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed5_model2_nobif_z.h5ad,,269.7
model5,genes,bif,0.5,5,1,Set3 zx2,0.9745128481540438,0.9691589823267115,0.9674845701120287,0.4329071044921875,0.8775622469362995,0.8155656083386622,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed5_model5_bif_genes.h5ad,,156.4
model5,genes,bif,0.5,4,1,Set3 zx2,0.981065259919999,0.9745554749189238,0.9761885355098743,0.49582213163375854,0.8852769420672448,0.8112673084674307,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed4_model5_bif_genes.h5ad,,167.1
model5,genes,bif,0.1,5,1,Set3 zx2,0.9769409874803219,0.9679430080732854,0.9685142947813841,0.4768894910812378,0.871466223952615,0.7610002613203443,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed5_model5_bif_genes.h5ad,,261.7
model5,genes,bif,0.5,3,1,Set3 zx2,0.9935483008401766,0.9924438943824444,0.99386283331103,0.5196376442909241,0.9422160637368177,0.8983052562683332,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed3_model5_bif_genes.h5ad,,201.3
model5,genes,bif,1.0,5,1,Set3 zx2,0.9651828722486433,0.960600589272009,0.9668621576342273,0.45495450496673584,0.8984695884014401,0.8535197819092684,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed5_model5_bif_genes.h5ad,,199.5
model5,genes,bif,1.0,4,1,Set3 zx2,0.9737042410524227,0.9706927606754546,0.9760864773462624,0.5137450695037842,0.9050542757900579,0.8606874593475031,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed4_model5_bif_genes.h5ad,,208.0
model5,genes,bif,1.0,3,1,Set3 zx2,0.9931131055703446,0.9924313189548295,0.9921444288817443,0.5069888234138489,0.9291752650337901,0.8780762577543775,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed3_model5_bif_genes.h5ad,,220.7
model5,genes,bif,2.0,5,1,Set3 zx2,0.9316399743772286,0.962469152993864,0.9195747673397578,0.572918713092804,0.9289785826402394,0.9003117176002551,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed5_model5_bif_genes.h5ad,,167.1
model5,genes,bif,2.0,4,1,Set3 zx2,0.8713758946656596,0.9722611623933881,0.7986941609917468,0.5802987217903137,0.932304759632844,0.90221174661718,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed4_model5_bif_genes.h5ad,,228.7
model5,genes,bif,2.0,3,1,Set3 zx2,0.919186168879007,0.9769071156604833,0.9782857074511909,0.5459930896759033,0.9376230807788163,0.9031945459556585,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma2.0_seed3_model5_bif_genes.h5ad,,270.6
model5,genes,bif,5.0,3,1,Set3 zx2,0.6863949216896422,0.23733497051033622,0.8146935073253814,0.28608354926109314,0.9502459241578364,0.9287421172003761,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed3_model5_bif_genes.h5ad,,240.8
model5,genes,nobif,0.1,4,1,Set3 zx2,0.9700253292326964,,,,0.8261167545763194,0.636390839981894,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed4_model5_nobif_genes.h5ad,,129.4
model5,genes,bif,5.0,4,1,Set3 zx2,0.6787113973113703,0.6572339523006173,0.2878903361195298,0.05627540871500969,0.9619381174577978,0.9500936388512957,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed4_model5_bif_genes.h5ad,,291.4
model5,genes,bif,5.0,5,1,Set3 zx2,0.7202775690058001,0.5725560982446254,0.6599678691707669,0.0692811980843544,0.9624047169083902,0.953755512352864,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma5.0_seed5_model5_bif_genes.h5ad,,259.2
model5,genes,nobif,0.5,3,1,Set3 zx2,0.9936426487266049,,,,0.901984808518603,0.806955969296142,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed3_model5_nobif_genes.h5ad,,171.4
model5,genes,nobif,0.1,3,1,Set3 zx2,0.9887705756172581,,,,0.9078357375916014,0.7739209043471189,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed3_model5_nobif_genes.h5ad,,205.1
model5,genes,bif,7.5,3,1,Set3 zx2,0.8100927721449069,0.666790344767717,0.8608530638073144,0.029226498678326607,0.9553091850988997,0.9404458014421757,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed3_model5_bif_genes.h5ad,,275.5
model5,genes,bif,7.5,4,1,Set3 zx2,0.6213308321684856,0.7126599679514546,0.12076840157505407,0.01750360243022442,0.9650109608415031,0.9601844168023966,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed4_model5_bif_genes.h5ad,,269.1
model5,genes,nobif,0.1,5,1,Set3 zx2,0.9637619037304617,,,,0.796172167686589,0.6231428689014362,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.1_seed5_model5_nobif_genes.h5ad,,191.2
model5,genes,nobif,0.5,4,1,Set3 zx2,0.9777857520704761,,,,0.8411802762061774,0.7551049047223286,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed4_model5_nobif_genes.h5ad,,168.8
model5,genes,bif,7.5,5,1,Set3 zx2,0.5961995031604389,0.6530113411955251,0.41516494307527124,0.02104981616139412,0.9671073531968565,0.9624711836274402,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma7.5_seed5_model5_bif_genes.h5ad,,276.1
model5,genes,bif,10.0,4,1,Set3 zx2,0.588490757480419,0.5561953417725365,0.23237480531580826,0.004609564784914255,0.9686777720469512,0.9653207259422334,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed4_model5_bif_genes.h5ad,,263.1
model5,genes,nobif,0.5,5,1,Set3 zx2,0.9753043097610685,,,,0.8216243027423045,0.7372436558344515,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma0.5_seed5_model5_nobif_genes.h5ad,,151.5
model5,genes,bif,10.0,5,1,Set3 zx2,0.5141597719717615,0.6244013656754485,0.2009633223139967,0.00476496946066618,0.9706468147542536,0.9682455471301481,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed5_model5_bif_genes.h5ad,,271.3
model5,genes,bif,10.0,3,1,Set3 zx2,0.8037617621830204,0.8067759601717163,0.7342040174481163,0.05328869819641113,0.9615781851576759,0.9511985317845553,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma10.0_seed3_model5_bif_genes.h5ad,,313.7
model5,genes,nobif,1.0,3,1,Set3 zx2,0.9923118555715469,,,,0.9122936580212251,0.8569639075776956,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed3_model5_nobif_genes.h5ad,,216.1
model5,genes,nobif,1.0,4,1,Set3 zx2,0.9801706657459316,,,,0.892362855198601,0.8474940880434406,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed4_model5_nobif_genes.h5ad,,186.7
model5,genes,nobif,1.0,5,1,Set3 zx2,0.973930623869523,,,,0.881547399792995,0.8383078630184975,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_sigma1.0_seed5_model5_nobif_genes.h5ad,,173.4
