model,batch_mode,bifurcation,shift_sigma,seed,decipher_seed,arm,wandb_run_id,wandb_url,rho,rho_plus,rho_minus,branch_asw,r2_overall,r2_per_gene_median,trained_h5ad,error,seconds
native,genes,bif,0.1,5,3,Base Decipher (genes),,,0.9754751025624592,0.9607997607408184,0.9572402514916032,0.4149287641048431,0.8595284886118435,0.749057022492646,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed5_native_bif_genes_decipherseed_3.h5ad,,209.2
native,genes,bif,0.5,3,1,Base Decipher (genes),2l3mg31h,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/2l3mg31h,0.9507719598056888,0.9593414504478948,0.9698529614351596,0.503051221370697,0.8948219326798117,0.8269738265775997,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed3_native_bif_genes_decipherseed_1.h5ad,,210.8
native,genes,bif,0.5,4,1,Base Decipher (genes),wfhwn0wt,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/wfhwn0wt,0.949636741974715,0.8884536579240565,0.9273397349580236,0.2027346640825271,0.7807182588529484,0.6381815315867707,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed4_native_bif_genes_decipherseed_1.h5ad,,186.1
native,genes,bif,0.5,3,2,Base Decipher (genes),,,0.985564391842378,0.9918814461543424,0.9910055652104024,0.4636614322662353,0.8782758294709777,0.806943667062556,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed3_native_bif_genes_decipherseed_2.h5ad,,205.5
native,genes,bif,0.5,3,3,Base Decipher (genes),,,0.9944960463704698,0.9931666404415352,0.9933828053864326,0.493268072605133,0.8759546128770015,0.8006679430986274,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed3_native_bif_genes_decipherseed_3.h5ad,,169.6
native,genes,bif,0.5,5,2,Base Decipher (genes),,,0.9632172858832858,0.960258717893428,0.9623752543007876,0.4879578649997711,0.7577561193550656,0.6207700567088679,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed5_native_bif_genes_decipherseed_2.h5ad,,180.6
native,genes,bif,0.5,5,3,Base Decipher (genes),r3wdsxni,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/r3wdsxni,0.9415961852310638,0.8822027962336939,0.951743866545901,0.4366201758384704,0.7571745266645371,0.6290731715184812,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed5_native_bif_genes_decipherseed_3.h5ad,,205.4
native,genes,bif,0.5,5,1,Base Decipher (genes),,,0.9341815920142086,0.9594391441624562,0.8337452392938476,0.3728207349777221,0.7501632588331762,0.5890580173064865,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed5_native_bif_genes_decipherseed_1.h5ad,,215.1
native,genes,bif,0.1,3,2,Base Decipher (genes),04of1nvs,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/04of1nvs,0.9768682309411862,0.9930747330891244,0.9930963551649588,0.4707891643047333,0.946208864429356,0.903414276345456,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed3_native_bif_genes_decipherseed_2.h5ad,,740.3
native,genes,bif,0.5,4,3,Base Decipher (genes),ahvwljyo,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/ahvwljyo,0.9648626462236,0.9006747419954659,0.9602206912736264,0.3842326700687408,0.7756867253854856,0.6304042775169022,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed4_native_bif_genes_decipherseed_3.h5ad,,279.7
native,genes,bif,1.0,4,1,Base Decipher (genes),qbochtr0,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/qbochtr0,0.8582262665637962,0.633330523226583,0.8977217005228283,0.1560585647821426,0.6570129291838449,0.5171458029586182,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed4_native_bif_genes_decipherseed_1.h5ad,,168.1
native,genes,bif,1.0,3,1,Base Decipher (genes),,,0.959180900469912,0.9661661447235226,0.9782123325491164,0.4896976053714752,0.8023011080136503,0.7257502089697885,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed3_native_bif_genes_decipherseed_1.h5ad,,207.3
native,genes,bif,1.0,3,3,Base Decipher (genes),93rrvfp1,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/93rrvfp1,0.9879947353354144,0.9790239834577676,0.9829963287165016,0.4048808515071869,0.7989891292060298,0.6980051555475634,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed3_native_bif_genes_decipherseed_3.h5ad,,199.3
native,genes,bif,1.0,4,2,Base Decipher (genes),,,0.8787170458738965,0.7384737727242869,0.7413082078676623,0.2570312917232513,0.6569154153549916,0.511516308250458,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed4_native_bif_genes_decipherseed_2.h5ad,,165.1
native,z,nobif,5.0,4,2,Base Decipher (z),hv7s36n9,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/hv7s36n9,0.683890263623412,,,,0.9604448557752836,0.9448458932424322,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma5.0_seed4_native_nobif_z_decipherseed_2.h5ad,,1555.0
native,genes,bif,1.0,3,2,Base Decipher (genes),ub4f7c1h,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/ub4f7c1h,0.9848615414840824,0.9736992331871912,0.9823417430997932,0.5043107867240906,0.8025692440009866,0.6910968097558166,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed3_native_bif_genes_decipherseed_2.h5ad,,279.5
native,genes,bif,1.0,5,1,Base Decipher (genes),bwvoitco,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/bwvoitco,0.7363656371980043,0.5906130849925204,0.6188490816963585,0.1399585157632827,0.6462983945867693,0.49876899001676,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed5_native_bif_genes_decipherseed_1.h5ad,,210.9
native,genes,bif,0.1,3,3,Base Decipher (genes),bwcd73fb,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/bwcd73fb,0.9946949295997296,0.9929731394304518,0.994048182536618,0.4528275728225708,0.9446519229496062,0.8998116648828641,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed3_native_bif_genes_decipherseed_3.h5ad,,939.7
native,genes,bif,1.0,5,2,Base Decipher (genes),,,0.8012946652543799,0.6658904103328134,0.8538107282070937,0.2620185315608978,0.6383637109006863,0.4959839928378016,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed5_native_bif_genes_decipherseed_2.h5ad,,166.1
native,genes,bif,1.0,4,3,Base Decipher (genes),,,0.830062574702825,0.8795382437260372,0.7382983989373606,0.3711119592189789,0.657140038647049,0.5040106853479698,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed4_native_bif_genes_decipherseed_3.h5ad,,223.9
native,z,nobif,10.0,3,1,Base Decipher (z),z8iu328m,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/z8iu328m,0.8427553533747021,,,,0.9702896038322086,0.9642921546243626,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed3_native_nobif_z_decipherseed_1.h5ad,,1329.8
native,genes,bif,2.0,3,1,Base Decipher (genes),,,0.92663968105894,0.9406562330777668,0.930003083165962,0.4369087815284729,0.64982743423035,0.516279829147915,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma2.0_seed3_native_bif_genes_decipherseed_1.h5ad,,193.6
native,genes,bif,1.0,5,3,Base Decipher (genes),,,0.781689900923757,0.6403126628723094,0.7133806804498015,0.1723058372735977,0.6452533607251575,0.5030925017857029,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma1.0_seed5_native_bif_genes_decipherseed_3.h5ad,,218.0
native,genes,bif,2.0,4,1,Base Decipher (genes),,,0.4360247476856243,0.5580817466418582,0.2404338979113027,0.0047869742847979,0.6752936541379058,0.5565994384094646,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma2.0_seed4_native_bif_genes_decipherseed_1.h5ad,,164.4
native,genes,bif,2.0,4,2,Base Decipher (genes),j40xhw6u,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/j40xhw6u,0.5491817958302019,0.4667788120447696,0.4124434141332008,0.0033104163594543,0.6892937621143054,0.6108669768874131,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma2.0_seed4_native_bif_genes_decipherseed_2.h5ad,,170.4
native,genes,bif,2.0,4,3,Base Decipher (genes),9hx0jj9b,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/9hx0jj9b,0.3977828601235758,0.544336884569454,0.4409282570492625,0.0037082666531205,0.6819040989858162,0.5526252039156112,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma2.0_seed4_native_bif_genes_decipherseed_3.h5ad,,207.0
native,genes,bif,2.0,5,2,Base Decipher (genes),,,0.653333367975891,0.7130114417625512,0.5062314285745148,0.002702857600525,0.7024883014466275,0.5753320201818297,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma2.0_seed5_native_bif_genes_decipherseed_2.h5ad,,181.0
native,genes,bif,2.0,5,3,Base Decipher (genes),,,0.5349695329525578,0.5014150315985327,0.2757453382645735,0.0006062221364118,0.7046754903977724,0.6169374255652127,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma2.0_seed5_native_bif_genes_decipherseed_3.h5ad,,179.1
native,genes,bif,5.0,4,1,Base Decipher (genes),nxcvntsq,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/nxcvntsq,0.4163257921062724,0.2636625689640495,0.4461875433180211,0.0011757725151255,0.7320623717914928,0.7982310496856952,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma5.0_seed4_native_bif_genes_decipherseed_1.h5ad,,142.9
native,genes,bif,2.0,3,2,Base Decipher (genes),w17nua94,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/w17nua94,0.9220732460949091,0.8992493891566418,0.8675694895721467,0.4444469213485718,0.6424050070774053,0.5116787375267593,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma2.0_seed3_native_bif_genes_decipherseed_2.h5ad,,429.8
native,genes,bif,5.0,4,2,Base Decipher (genes),,,0.4554668279567813,0.5545442672481924,0.3007082530642639,0.0009407605393789,0.7316624185935927,0.8098994705355445,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma5.0_seed4_native_bif_genes_decipherseed_2.h5ad,,153.6
native,genes,bif,5.0,3,1,Base Decipher (genes),oh1vyfrs,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/oh1vyfrs,0.5991460021131828,0.2119893688469249,0.5492746719826513,0.0002374152536503,0.7107299544031995,0.6606360588869302,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma5.0_seed3_native_bif_genes_decipherseed_1.h5ad,,274.8
native,genes,bif,5.0,5,1,Base Decipher (genes),,,0.1697680114736383,0.1660405783519424,0.0727780216595855,0.0003973304992541,0.7498148328420988,0.8139584365742243,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma5.0_seed5_native_bif_genes_decipherseed_1.h5ad,,168.1
native,genes,bif,5.0,3,3,Base Decipher (genes),hdpdgr7z,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/hdpdgr7z,0.6691801503489859,0.526043623064979,0.4797546213818089,0.001283653313294,0.7154897660401415,0.6361950056178017,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma5.0_seed3_native_bif_genes_decipherseed_3.h5ad,,310.1
native,genes,bif,5.0,5,2,Base Decipher (genes),,,0.2029242240820954,0.0666250539538363,0.1270818465350638,0.0009766030125319,0.7519142178120123,0.8171476982396995,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma5.0_seed5_native_bif_genes_decipherseed_2.h5ad,,192.5
native,genes,bif,7.5,3,3,Base Decipher (genes),knt6i2b3,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/knt6i2b3,0.5155366952145884,0.1771526508991035,0.5130769745929477,0.0028455259744077,0.7269780697349479,0.7468667564945842,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed3_native_bif_genes_decipherseed_3.h5ad,,144.8
native,genes,bif,7.5,3,1,Base Decipher (genes),,,0.4508016056129132,0.2518916654266248,0.3675406864211145,0.0012998237507417,0.7274927023422462,0.7440075746311192,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed3_native_bif_genes_decipherseed_1.h5ad,,186.1
native,genes,bif,5.0,5,3,Base Decipher (genes),hc2huey8,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/hc2huey8,0.3812725052518162,0.1668841641936121,0.5406009229888834,2.187129666708642e-06,0.750631928084559,0.8163094388586591,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma5.0_seed5_native_bif_genes_decipherseed_3.h5ad,,234.7
native,genes,bif,7.5,4,1,Base Decipher (genes),,,0.4477519258003119,0.2340456897948719,0.3327555685208423,0.0003390736237633,0.7377506667481963,0.8480662692068657,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed4_native_bif_genes_decipherseed_1.h5ad,,128.0
native,genes,bif,7.5,3,2,Base Decipher (genes),,,0.4361782887485005,0.1971847990299355,0.8155605463008776,0.0045540947467088,0.727687719142231,0.7542063838156409,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed3_native_bif_genes_decipherseed_2.h5ad,,167.6
native,genes,bif,7.5,5,2,Base Decipher (genes),w4owx9y5,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/w4owx9y5,0.3480261989874985,0.0217157393064788,0.3190473581403025,0.0005588812055066,0.7583532892988092,0.8264990783516432,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed5_native_bif_genes_decipherseed_2.h5ad,,159.4
native,genes,bif,7.5,4,3,Base Decipher (genes),,,0.4853045720746972,0.5384489732654683,0.4761556485880149,0.000481600058265,0.736290751195166,0.8533225322363112,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed4_native_bif_genes_decipherseed_3.h5ad,,193.6
native,genes,bif,7.5,5,1,Base Decipher (genes),,,0.3096827043720675,0.172526572613576,0.2359755671120325,0.000311247567879,0.7580061823402712,0.8686665274206118,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed5_native_bif_genes_decipherseed_1.h5ad,,176.9
native,genes,bif,7.5,5,3,Base Decipher (genes),,,0.2846021960373998,0.0639578857792923,0.1441741108009969,9.022032463690266e-05,0.7560551132804867,0.8352045921487865,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed5_native_bif_genes_decipherseed_3.h5ad,,163.6
native,genes,bif,10.0,3,3,Base Decipher (genes),,,0.3845967628980334,0.2394684888577382,0.2484383847074616,0.0017989430343732,0.7350964033682106,0.7937157722961479,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed3_native_bif_genes_decipherseed_3.h5ad,,129.2
native,z,nobif,7.5,3,1,Base Decipher (z),8v4gd274,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/8v4gd274,0.727672244723707,,,,0.9681148397018624,0.9596066719217664,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed3_native_nobif_z_decipherseed_1.h5ad,,2289.8
native,genes,bif,2.0,3,3,Base Decipher (genes),o2rgngpy,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/o2rgngpy,0.7323248077675576,0.3065244611433197,0.8553398906452443,0.2539855539798736,0.6527941498978822,0.4979993817605078,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma2.0_seed3_native_bif_genes_decipherseed_3.h5ad,,956.0
native,genes,bif,10.0,4,1,Base Decipher (genes),5retnq5z,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/5retnq5z,0.1125651097044898,0.0666525844459339,0.1971358813443558,0.0005079145194031,0.7183399919971196,0.8756091105613443,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed4_native_bif_genes_decipherseed_1.h5ad,,274.6
native,genes,bif,10.0,4,2,Base Decipher (genes),,,0.3433602896627319,0.3899949373442949,0.2785028009238534,0.000809222809039,0.7172092378060794,0.8604272220513169,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed4_native_bif_genes_decipherseed_2.h5ad,,176.4
native,genes,bif,7.5,4,2,Base Decipher (genes),jaa79wls,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/jaa79wls,0.3907039037411697,0.3317199367590063,0.3799725509399178,0.0008638033177703,0.7365823113927639,0.8506553662780587,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma7.5_seed4_native_bif_genes_decipherseed_2.h5ad,,574.5
native,genes,bif,0.5,4,2,Base Decipher (genes),38ixksc1,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/38ixksc1,0.9392246565770994,0.9093425562296312,0.947202695117183,0.3995310664176941,0.7784661080828712,0.6530405530588393,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed4_native_bif_genes_decipherseed_2.h5ad,,1519.4
native,genes,bif,10.0,3,2,Base Decipher (genes),ta4alqff,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/ta4alqff,0.4061285971283062,0.2452537160099809,0.1906822627401454,-0.000124485901324,0.7141431721402529,0.7934174734713365,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed3_native_bif_genes_decipherseed_2.h5ad,,435.5
native,genes,bif,10.0,4,3,Base Decipher (genes),,,0.2906876621111565,0.3267664237165591,0.1623971726872002,-0.0001264769525732,0.7346634668153814,0.8662399688216227,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed4_native_bif_genes_decipherseed_3.h5ad,,231.6
native,genes,nobif,0.1,3,2,Base Decipher (genes),zlw2kxv1,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/zlw2kxv1,0.994136534819078,,,,0.8900337467997184,0.7504969136913554,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed3_native_nobif_genes_decipherseed_2.h5ad,,154.9
native,genes,bif,10.0,5,2,Base Decipher (genes),,,0.3389257235500725,0.1390071748148107,0.2497103562245877,-0.0001119238222599,0.7582526466765329,0.8929839602883602,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed5_native_bif_genes_decipherseed_2.h5ad,,202.3
native,genes,nobif,0.1,4,1,Base Decipher (genes),kfhmj0lb,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/kfhmj0lb,0.972675680669984,,,,0.7969290111271242,0.5826714082450636,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed4_native_nobif_genes_decipherseed_1.h5ad,,204.7
native,genes,nobif,0.1,4,2,Base Decipher (genes),,,0.9772558674535824,,,,0.773301394846222,0.5619291934857826,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed4_native_nobif_genes_decipherseed_2.h5ad,,125.7
native,genes,nobif,0.1,3,3,Base Decipher (genes),,,0.9913736078224218,,,,0.8946612536638956,0.7526127646175422,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed3_native_nobif_genes_decipherseed_3.h5ad,,182.5
native,genes,bif,10.0,3,1,Base Decipher (genes),0dulx7tc,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/0dulx7tc,0.5782266519891942,0.6941540075726358,0.4436928521978456,0.0007643612334504,0.727721962529396,0.7959822510139218,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed3_native_bif_genes_decipherseed_1.h5ad,,574.8
native,genes,nobif,0.1,5,1,Base Decipher (genes),b8ymu9k9,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/b8ymu9k9,0.969316531215116,,,,0.7612781093632395,0.566861133423777,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed5_native_nobif_genes_decipherseed_1.h5ad,,143.3
native,genes,nobif,0.1,4,3,Base Decipher (genes),,,0.973582729047909,,,,0.7976636766643372,0.5984173183599582,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.1_seed4_native_nobif_genes_decipherseed_3.h5ad,,179.9
native,genes,bif,10.0,5,3,Base Decipher (genes),2wm298b5,https://wandb.ai/jpark-columbia/decipher-bc-sigma-sweep/runs/2wm298b5,0.1942151030046046,0.0228696943691071,0.0299803331429919,0.0009087559301406,0.7577878041273903,0.8832208763278264,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma10.0_seed5_native_bif_genes_decipherseed_3.h5ad,,436.7
native,genes,nobif,0.5,3,1,Base Decipher (genes),,,0.9904643432816824,,,,0.8346242187572147,0.6898740604765877,/home/jihyunpark/decipher-bc/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep_bifurcation/0918/trained/sweep0918_ds3_sigma0.5_seed3_native_nobif_genes_decipherseed_1.h5ad,,190.4
