,cell_id,group
711684,kfhkjaed-1,tumor
711685,kfhlbmfk-1,endothelial
711686,kfhlkcmi-1,tumor
711687,kfhlohnj-1,tumor
711688,kfhmccim-1,tumor
711689,kfhmdeoe-1,tumor
711690,kfhmdmbd-1,tumor
711691,kfhmhcgm-1,macrophage
711692,kfhmieen-1,tumor
711693,kfhmjhff-1,tumor
711694,kfhmkgpi-1,tumor
711695,kfhmpcaa-1,tumor
711696,kfhnbeao-1,tumor
711698,kfhnclon-1,tumor
711700,kfhnjnlk-1,tumor
711702,kfhnnlld-1,tumor
711703,kfhogbhl-1,tumor
711704,kfhoggdn-1,tumor
711705,kfhoipij-1,tumor
711706,kfhojmgg-1,tumor
711707,kfhoneek-1,tumor
711708,kfhoobpb-1,tumor
711710,kfhpcdod-1,tumor
711711,kfhpgkmm-1,CD4 EM
711712,kfhphjnb-1,tumor
711713,kfhpmcbp-1,tumor
711715,kfiadpbg-1,tumor
711718,kfiaflah-1,tumor
711719,kfiagdbg-1,mixed_immune
711721,kfiangfa-1,tumor
711722,kfibeflh-1,tumor
711724,kfibffnf-1,tumor
711725,kfibjald-1,tumor
711726,kfibjifp-1,tumor
711727,kfibjnke-1,tumor
711728,kfiboone-1,fibroblast
711729,kfibpenm-1,tumor
711730,kfibpfce-1,fibroblast
711731,kfibpike-1,tumor
711734,kficbgop-1,endothelial
711737,kficjcgh-1,tumor
711739,kficnajd-1,macrophage
711740,kficnnba-1,tumor
711741,kficoapj-1,tumor
711742,kficokpn-1,DC
711743,kfidbfme-1,tumor
711744,kfidchck-1,tumor
711745,kfidekdj-1,mesenchymal
711746,kfidfbld-1,tumor
711747,kfidfnco-1,tumor
711749,kfidikfi-1,tumor
711750,kfidjedk-1,tumor
711751,kfidnphd-1,tumor
711752,kfidpjmm-1,tumor
711753,kfieaoei-1,tumor
711754,kfiebakm-1,tumor
711755,kfieckcf-1,tumor
711756,kfieehlh-1,tumor
711757,kfiefcag-1,endothelial
711758,kfiegehj-1,fibroblast
711759,kfiejgdg-1,tumor
711760,kfielojo-1,tumor
711761,kfifcein-1,tumor
711762,kfifckcd-1,tumor
711766,kfifejli-1,tumor
711767,kfifggoh-1,tumor
711768,kfifjofg-1,tumor
711769,kfiflbao-1,tumor
711771,kfifodcm-1,tumor
711772,kfifolna-1,tumor
711773,kfifpbcd-1,tumor
711774,kfigakng-1,fibroblast
711778,kfigjaec-1,tumor
711781,kfigopmj-1,epithelial
711782,kfihbokc-1,fibroblast
711783,kfihecoi-1,tumor
711784,kfihgnmj-1,monocyte
711785,kfihheoa-1,tumor
711786,kfihhgba-1,mesenchymal
711789,kfihniol-1,tumor
711790,kfihnopm-1,tumor
711792,kfihpedn-1,mesenchymal
711793,kfiiabpg-1,NK cell
711795,kfiicemc-1,tumor
711796,kfiidboo-1,endothelial
711797,kfiidghk-1,tumor
711798,kfiidhfc-1,tumor
711801,kfiikmpb-1,tumor
711802,kfiileaf-1,tumor
711804,kfijagad-1,epithelial
711805,kfijcndo-1,tumor
711806,kfijelkl-1,fibroblast
711807,kfijgdnp-1,mixed_immune
711808,kfijhcjj-1,tumor
711809,kfijkmkf-1,tumor
711811,kfijoflp-1,tumor
711813,kfikcdmg-1,tumor
711814,kfikeakp-1,tumor
711815,kfikjiif-1,tumor
711816,kfikjlij-1,tumor
711817,kfikklcb-1,tumor
711818,kfikmlge-1,tumor
711820,kfikpnih-1,plasma b
711821,kfilfgom-1,endothelial
711823,kfiliefb-1,tumor
711824,kfilllkp-1,tumor
711825,kfilojke-1,tumor
711826,kfimbfbi-1,monocyte
711827,kfimeneo-1,tumor
711828,kfimgaom-1,tumor
711829,kfimjcal-1,tumor
711830,kfimkhdb-1,tumor
711831,kfinbkji-1,mesenchymal
711833,kfinclip-1,endothelial
711834,kfinehce-1,tumor
711835,kfinioma-1,tumor
711836,kfiniplb-1,tumor
711837,kfinjkmg-1,tumor
711838,kfinmdei-1,tumor
711839,kfinmeba-1,tumor
711840,kfinoedg-1,fibroblast
711841,kfinpcok-1,tumor
711842,kfiofbnb-1,tumor
711845,kfionmjb-1,tumor
711846,kfiooood-1,CD4 Treg
711849,kfipdkog-1,tumor
711850,kfipdpdf-1,fibroblast
711853,kfiphang-1,mixed_immune
711854,kfiphaof-1,CD8 EM
711855,kfipofad-1,tumor
711856,kfjaadjf-1,tumor
711857,kfjaanpp-1,tumor
711858,kfjadllb-1,fibroblast
711859,kfjaeijd-1,tumor
711860,kfjaelih-1,tumor
711862,kfjainmb-1,tumor
711863,kfjajogg-1,tumor
711864,kfjajogm-1,tumor
711866,kfjbamll-1,plasma b
711867,kfjbdoib-1,fibroblast
711868,kfjbehpi-1,tumor
711869,kfjbhfnc-1,tumor
711870,kfjbhgbn-1,tumor
711871,kfjbiaff-1,tumor
711872,kfjbihld-1,tumor
711873,kfjbikbp-1,tumor
711875,kfjbkcpn-1,tumor
711876,kfjbndnm-1,tumor
711877,kfjbodom-1,epithelial
711878,kfjbphib-1,endothelial
711879,kfjcbmma-1,tumor
711880,kfjccpfd-1,tumor
711881,kfjceigl-1,tumor
711882,kfjcejge-1,tumor
711883,kfjchogh-1,mixed_APC
711887,kfjcoaop-1,tumor
711888,kfjcogkc-1,fibroblast
711889,kfjcpnem-1,tumor
711890,kfjdaggl-1,tumor
711891,kfjdbngd-1,tumor
711892,kfjdcogk-1,tumor
711896,kfjebhfg-1,tumor
711897,kfjeibec-1,tumor
711898,kfjejndj-1,epithelial
711899,kfjekbgc-1,tumor
711900,kfjekgck-1,tumor
711901,kfjekmnb-1,b cell
711904,kfjepcno-1,tumor
711905,kfjfaacl-1,tumor
711906,kfjfbkee-1,tumor
711907,kfjfhgcc-1,tumor
711908,kfjfhlhp-1,DC
711912,kfjfnpjl-1,tumor
711913,kfjgefle-1,tumor
711914,kfjgifpl-1,tumor
711915,kfjgjfhi-1,fibroblast
711916,kfjgobhp-1,tumor
711918,kfjhalpm-1,tumor
711919,kfjhcldd-1,macrophage
711921,kfjhlhkc-1,endothelial
711922,kfjhnioi-1,mesenchymal
711923,kfjibgoo-1,mixed_APC
711924,kfjidhdi-1,epithelial
711925,kfjifomp-1,fibroblast
711927,kfjijehb-1,tumor
711928,kfjimmjb-1,tumor
711929,kfjinfaa-1,fibroblast
711931,kfjjgpah-1,mixed_APC
711932,kfjjjhdj-1,tumor
711933,kfjjkcdb-1,tumor
711934,kfjjmnkl-1,tumor
711936,kfjkdfdb-1,tumor
711937,kfjkdgom-1,tumor
711938,kfjkfcop-1,tumor
711939,kfjkfdad-1,tumor
711943,kfjlgllm-1,tumor
711944,kfjlinlm-1,tumor
711945,kfjmegjo-1,tumor
711946,kfjmfkdd-1,fibroblast
711948,kfjmhfah-1,tumor
711949,kfjmhlfn-1,epithelial
711950,kfjmipji-1,CD4 Treg
711951,kfjmpjkm-1,tumor
711952,kfjndoln-1,tumor
711953,kfjnenlc-1,tumor
711954,kfjnfkho-1,tumor
711955,kfjnidel-1,tumor
711956,kfjnjknl-1,tumor
711957,kfjnnpbi-1,endothelial
711958,kfjnpdof-1,tumor
711959,kfjojahl-1,tumor
711960,kfjokbnp-1,tumor
711962,kfjpaihh-1,tumor
711963,kfjpbjdi-1,tumor
711964,kfjpcglb-1,mixed_stromal
711965,kfjpdkhm-1,tumor
711966,kfjpdpkk-1,tumor
711967,kfjpekdj-1,tumor
711968,kfjpeoom-1,tumor
711970,kfjpggbm-1,tumor
711971,kfjphfco-1,tumor
711972,kfjphkil-1,fibroblast
711973,kfjpidea-1,macrophage
711975,kfjpjmjd-1,tumor
711976,kfjpjokm-1,tumor
711977,kfjpkakp-1,tumor
711979,kfkadlmo-1,tumor
711980,kfkaelca-1,tumor
711981,kfkaiicl-1,tumor
711982,kfkailkf-1,tumor
711984,kfkakjpb-1,tumor
711986,kfkbahjj-1,tumor
711987,kfkbdkig-1,tumor
711990,kfkbgabh-1,tumor
711992,kfkbiadf-1,tumor
711993,kfkbieoi-1,fibroblast
711994,kfkbijei-1,mesenchymal
711995,kfkbkoph-1,tumor
711996,kfkblpkc-1,tumor
711997,kfkbmccb-1,tumor
711998,kfkbmgjn-1,plasma b
712000,kfkcclaf-1,tumor
712001,kfkcddeg-1,tumor
712003,kfkcemii-1,tumor
712005,kfkcgnel-1,tumor
712006,kfkchehf-1,tumor
712007,kfkchmmc-1,tumor
712008,kfkchpom-1,tumor
712009,kfkclpbc-1,tumor
712010,kfkcnmop-1,tumor
712011,kfkdalgh-1,tumor
712012,kfkdbmjh-1,tumor
712013,kfkddijb-1,tumor
712014,kfkdfibl-1,tumor
712015,kfkdiing-1,endothelial
712016,kfkdjelm-1,tumor
712017,kfkdjfmc-1,tumor
712019,kfkdmema-1,mixed_immune
712020,kfkebmlm-1,tumor
712021,kfkefdcf-1,tumor
712022,kfkejndc-1,tumor
712024,kfkelpho-1,endothelial
712025,kfkenjmk-1,tumor
712026,kfkepcno-1,tumor
712027,kfkeppca-1,fibroblast
712028,kfkffpkj-1,tumor
712029,kfkfiaek-1,mixed_APC
712030,kfkficad-1,tumor
712032,kfkfngjm-1,CD4 Treg
712033,kfkfookf-1,pDC 
712035,kfkgamip-1,tumor
712036,kfkgdiij-1,endothelial
712037,kfkgfddl-1,cDC2
712038,kfkggboo-1,tumor
712040,kfkhbilo-1,CD8 EM
712041,kfkhdloh-1,tumor
712042,kfkhdoni-1,tumor
712043,kfkhfcjo-1,tumor
712044,kfkhfkko-1,tumor
712045,kfkhkcjp-1,fibroblast
712046,kfkhnpmo-1,endothelial
712047,kfkhoina-1,tumor
712049,kfkibdjp-1,tumor
712050,kfkicckj-1,tumor
712052,kfkijcho-1,tumor
712053,kfkikhid-1,tumor
712054,kfkikine-1,endothelial
712055,kfkimdal-1,tumor
712056,kfkjcinc-1,tumor
712057,kfkjcjjj-1,fibroblast
712058,kfkjdnnp-1,tumor
712059,kfkjehlm-1,DC
712060,kfkjiolf-1,tumor
712061,kfkjnbbp-1,tumor
712062,kfkjojlc-1,fibroblast
712063,kfkkbkba-1,tumor
712066,kfkkifkj-1,tumor
712068,kfkkmfhh-1,tumor
712069,kfkknpek-1,fibroblast
712070,kfkkpkch-1,endothelial
712071,kfklbfab-1,tumor
712073,kfklccnp-1,tumor
712074,kfklfihc-1,tumor
712075,kfklhcad-1,tumor
712076,kfkljebd-1,tumor
712077,kfkljhbp-1,tumor
712078,kfklkbpe-1,tumor
712079,kfkllmno-1,fibroblast
712080,kfklmlkm-1,tumor
712083,kfkmbdhl-1,macrophage
712084,kfkmbolc-1,tumor
712085,kfkmdmnl-1,tumor
712087,kfkmefmi-1,tumor
712088,kfkmhedl-1,tumor
712089,kfkmianl-1,tumor
712090,kfkmjhfj-1,b cell
712091,kfkmpnkm-1,DC
712092,kfknacel-1,tumor
712093,kfknhhfh-1,tumor
712094,kfknjffb-1,tumor
712095,kfknlmcg-1,tumor
712097,kfknmjfk-1,tumor
712098,kfknpibj-1,tumor
712099,kfkobfaf-1,epithelial
712100,kfkobhmp-1,tumor
712101,kfkodmho-1,macrophage
712102,kfkohman-1,tumor
712103,kfkohmom-1,CD4 N/CM
712104,kfkolcbi-1,tumor
712105,kfkolpee-1,endothelial
712106,kfkomehj-1,mesenchymal
712107,kfkoppio-1,fibroblast
712108,kfkpcfbb-1,tumor
712109,kfkpebfk-1,mixed_immune
712110,kfkpgggo-1,mesenchymal
712111,kfkphpck-1,tumor
712112,kfkpkhmn-1,tumor
712113,kfkpldjl-1,tumor
712114,kfkplpfd-1,monocyte
712115,kfkpmhhb-1,tumor
712116,kflaaimn-1,tumor
712117,kflacona-1,endothelial
712119,kflagjbd-1,tumor
712121,kflaohaf-1,tumor
712122,kflapejg-1,tumor
712123,kflapgfi-1,fibroblast
712124,kflbaicb-1,tumor
712125,kflbdenl-1,tumor
712127,kflbkolk-1,macrophage
712128,kflblihl-1,monocyte
712129,kflbnngi-1,tumor
712130,kflcjhgi-1,tumor
712131,kflcleeg-1,tumor
712133,kfldcggi-1,tumor
712134,kflddmpg-1,endothelial
712136,kfldmhol-1,mesenchymal
712137,kfldnpnk-1,mixed_APC
712140,kflephnp-1,tumor
712141,kflfcabf-1,macrophage
712142,kflffcai-1,tumor
712143,kflffkpf-1,tumor
712144,kflfgamc-1,tumor
712145,kflfibhl-1,tumor
712146,kflfpjpn-1,tumor
712147,kflgedae-1,mesenchymal
712148,kflgfboc-1,tumor
712149,kflgfnbo-1,tumor
712150,kflghpgf-1,tumor
712151,kflglbmg-1,tumor
712152,kflgmlic-1,tumor
712153,kflgmpcn-1,tumor
712154,kflhacbb-1,tumor
712155,kflhcmao-1,tumor
712156,kflhdffl-1,DC
712157,kflhjeda-1,tumor
712158,kflhkkpi-1,tumor
712159,kflhldma-1,mesenchymal
712160,kflibcho-1,endothelial
712161,kfliehhp-1,tumor
712162,kfligcdn-1,tumor
712164,kflijafe-1,tumor
712165,kflijplm-1,tumor
712166,kflikhco-1,fibroblast
712167,kfliklae-1,tumor
712169,kfljdcdd-1,tumor
712170,kfljdgig-1,tumor
712171,kfljdmda-1,tumor
712173,kfljgeko-1,mixed_APC
712174,kfljgpie-1,tumor
712175,kfljhagj-1,mixed_stromal
712176,kfljlbmb-1,tumor
712177,kfljngfh-1,tumor
712178,kflkdajm-1,tumor
712179,kflkgafl-1,tumor
712180,kflkifcm-1,tumor
712181,kflkknma-1,cDC1
712182,kflklhni-1,tumor
712183,kflkmgfj-1,tumor
712184,kfllchjl-1,tumor
712185,kfllcljh-1,tumor
712186,kflldahi-1,mixed_stromal
712187,kfllfafc-1,tumor
712188,kfllfdnm-1,endothelial
712189,kfllimch-1,CD4 N/CM
712190,kfllkmao-1,tumor
712193,kfllplcj-1,fibroblast
712194,kflmakgl-1,fibroblast
712195,kflmbiac-1,tumor
712196,kflmbnjj-1,tumor
712197,kflmcfgk-1,tumor
712198,kflmcnmj-1,epithelial
712199,kflmdaio-1,tumor
712201,kflmdoma-1,fibroblast
712203,kflmgffm-1,macrophage
712204,kflmiimf-1,tumor
712205,kflmkelf-1,tumor
712206,kflmkfic-1,tumor
712207,kflmmdfe-1,tumor
712208,kflmmoji-1,tumor
712209,kflnadjp-1,endothelial
712210,kflndfod-1,mixed_APC
712211,kflneanh-1,endothelial
712212,kflnhmha-1,tumor
712213,kflnjocm-1,tumor
712214,kflnmdin-1,fibroblast
712215,kflobiin-1,fibroblast
712218,kflpieed-1,tumor
712220,kflpjdfk-1,tumor
712221,kflpkpka-1,mixed_immune
712222,kflpnofo-1,CD8 TEx
712224,kfmacopl-1,tumor
712225,kfmadhif-1,fibroblast
712226,kfmahnln-1,tumor
712228,kfmaplfj-1,mixed_stromal
712229,kfmbebko-1,tumor
712230,kfmbfgin-1,epithelial
712231,kfmbfpki-1,mesenchymal
712232,kfmbgoeb-1,CD8 N/CM
712233,kfmbkjnh-1,tumor
712234,kfmbllpa-1,CD8 EM
712235,kfmbmlhe-1,mixed_APC
712236,kfmcakmj-1,tumor
712237,kfmcblio-1,tumor
712239,kfmccmfa-1,tumor
712241,kfmcflmh-1,tumor
712242,kfmclclf-1,tumor
712243,kfmcmcfp-1,tumor
712244,kfmdammc-1,tumor
712245,kfmdcfeg-1,mixed_APC
712247,kfmdeojn-1,tumor
712248,kfmdglcm-1,tumor
712249,kfmdgohe-1,mixed_APC
712251,kfmdlhcm-1,mixed_immune
712252,kfmdnogk-1,tumor
712253,kfmedeif-1,tumor
712254,kfmeecjj-1,tumor
712255,kfmeedef-1,mesenchymal
712256,kfmefenf-1,fibroblast
712257,kfmefnbb-1,tumor
712258,kfmeipoo-1,tumor
712259,kfmejfee-1,tumor
712260,kfmekmhf-1,CD4 P/TEx
712261,kfmekond-1,tumor
712262,kfmemgbd-1,DC
712263,kfmeoagh-1,tumor
712264,kfmeogfb-1,tumor
712265,kfmeolbk-1,DC
712267,kfmepjbj-1,tumor
712268,kfmfbald-1,tumor
712269,kfmfepgh-1,plasma b
712270,kfmfhgbf-1,tumor
712271,kfmfihhn-1,endothelial
712272,kfmfkcjc-1,tumor
712273,kfmfkego-1,b cell
712275,kfmfnpna-1,tumor
712276,kfmfokoj-1,tumor
712277,kfmgbofo-1,tumor
712279,kfmgdapl-1,fibroblast
712280,kfmgeeaj-1,endothelial
712281,kfmgggad-1,tumor
712283,kfmghbnd-1,macrophage
712284,kfmgkacg-1,tumor
712286,kfmgnilf-1,endothelial
712287,kfmgpfcd-1,tumor
712288,kfmhbonm-1,tumor
712290,kfmhekbm-1,tumor
712291,kfmhjkpe-1,tumor
712292,kfmhpabb-1,endothelial
712293,kfmhpbmm-1,tumor
712294,kfmidhal-1,tumor
712295,kfmieoja-1,CD4 N/CM
712296,kfmifmjl-1,tumor
712297,kfmigeao-1,tumor
712298,kfmiigkm-1,tumor
712299,kfmjakfg-1,tumor
712300,kfmjdolm-1,endothelial
712301,kfmjkocf-1,tumor
712303,kfmjmape-1,mixed_APC
712304,kfmjnlda-1,tumor
712306,kfmkfblm-1,CD4 Treg
712307,kfmkjpce-1,tumor
712309,kfmkkpph-1,tumor
712310,kfmklmlm-1,NK cell
712311,kfmklnml-1,tumor
712312,kfmkmhpl-1,tumor
712313,kfmlebbm-1,DC
712314,kfmlfhfk-1,tumor
712318,kfmmaghm-1,tumor
712319,kfmmeoan-1,tumor
712320,kfmmifbe-1,tumor
712321,kfmmmadg-1,tumor
712322,kfmmmflc-1,endothelial
712323,kfmmnkol-1,tumor
712324,kfmmpjjd-1,tumor
712325,kfmnaahp-1,CD4 CM
712327,kfmnhghi-1,tumor
712328,kfmnhgne-1,CD4 Treg
712329,kfmnkafa-1,fibroblast
712330,kfmnmofe-1,macrophage
712331,kfmnndma-1,tumor
712332,kfmnpmod-1,mixed_stromal
712333,kfmodook-1,tumor
712334,kfmoecga-1,tumor
712335,kfmokkke-1,tumor
712336,kfmpbhli-1,tumor
712337,kfmpbljd-1,tumor
712339,kfmpfhnf-1,tumor
712340,kfmpmhfk-1,tumor
712341,kfmpmplb-1,tumor
712342,kfnabgjo-1,tumor
712344,kfnafclm-1,tumor
712345,kfnalekf-1,endothelial
712347,kfnapeno-1,mixed_APC
712348,kfnbcpfl-1,tumor
712349,kfnbdeoc-1,fibroblast
712350,kfnbebha-1,tumor
712351,kfnbepna-1,tumor
712353,kfnbhgmo-1,fibroblast
712354,kfnbjpjf-1,endothelial
712355,kfnblnap-1,fibroblast
712356,kfncaibj-1,tumor
712357,kfncbicn-1,tumor
712358,kfncdaon-1,tumor
712359,kfncehej-1,tumor
712360,kfncjokg-1,CD4 N/CM
712362,kfncljjk-1,tumor
712363,kfncmpfp-1,tumor
712366,kfndcmlo-1,fibroblast
712367,kfndcnkh-1,mixed_immune
712368,kfndegep-1,tumor
712370,kfndiimp-1,tumor
712371,kfndimck-1,tumor
712372,kfndjajn-1,endothelial
712373,kfndkccf-1,CD4 Treg
712374,kfndoloc-1,tumor
712375,kfndpejd-1,tumor
712376,kfndpige-1,tumor
712378,kfnebndm-1,tumor
712379,kfneccck-1,tumor
712380,kfnefcoj-1,macrophage
712381,kfnefilh-1,macrophage
712382,kfnegahh-1,tumor
712383,kfnehhcm-1,tumor
712384,kfnembbh-1,tumor
712385,kfneophb-1,mixed_APC
712386,kfnfabbj-1,mixed_APC
712387,kfnfbfkj-1,tumor
712388,kfnfdddj-1,tumor
712389,kfnfejjo-1,tumor
712390,kfnfgbnb-1,tumor
712392,kfnfhdje-1,tumor
712393,kfnfjbll-1,tumor
712394,kfnfjfhj-1,tumor
712395,kfnfkcjh-1,tumor
712397,kfnfmjpp-1,tumor
712399,kfngbfef-1,fibroblast
712400,kfngdbnj-1,tumor
712402,kfnggpcl-1,tumor
712404,kfngianh-1,fibroblast
712405,kfngimdk-1,tumor
712407,kfnglfoc-1,tumor
712408,kfngmcgi-1,CD8 N/CM
712409,kfngmgcg-1,NK cell
712410,kfngolag-1,tumor
712411,kfnhakbb-1,mesenchymal
712413,kfnhffkb-1,fibroblast
712414,kfnhghka-1,tumor
712415,kfnhinfj-1,tumor
712416,kfnhjbda-1,tumor
712417,kfnhmpac-1,tumor
712418,kfnhnnjh-1,tumor
712419,kfnhpohp-1,mixed_stromal
712420,kfnialco-1,tumor
712421,kfniamba-1,tumor
712422,kfnicnmk-1,tumor
712423,kfniebpf-1,tumor
712424,kfnifjin-1,tumor
712425,kfnifoop-1,CD4 N/CM
712427,kfnihjop-1,tumor
712428,kfnijgmd-1,tumor
712429,kfnikjnb-1,tumor
712430,kfnjdcji-1,tumor
712432,kfnjfejm-1,tumor
712434,kfnjkfll-1,tumor
712435,kfnjlnbl-1,endothelial
712436,kfnjohoa-1,tumor
712437,kfnjokhp-1,tumor
712438,kfnkbblp-1,tumor
712439,kfnkenoh-1,CD8 TEx
712440,kfnkgoih-1,tumor
712442,kfnkibic-1,tumor
712443,kfnklemn-1,tumor
712444,kfnkmcgc-1,endothelial
712445,kfnkoedn-1,tumor
712446,kfnkoihh-1,tumor
712447,kfnlfemj-1,tumor
712448,kfnljnka-1,fibroblast
712449,kfnlldfo-1,fibroblast
712450,kfnlljjk-1,tumor
712451,kfnlmgof-1,tumor
712453,kfnmafhn-1,tumor
712454,kfnmahbi-1,tumor
712456,kfnmhfhf-1,tumor
712457,kfnmijdm-1,CD4 N/CM
712458,kfnmjbbo-1,plasma b
712460,kfnmolaj-1,mixed_APC
712461,kfnndkib-1,CD4 P/TEx
712462,kfnngjch-1,tumor
712463,kfnniecl-1,tumor
712465,kfnnlhdi-1,fibroblast
712466,kfnnmnop-1,tumor
712467,kfnnokel-1,tumor
712468,kfnoclog-1,tumor
712469,kfnocoph-1,tumor
712470,kfnodmco-1,tumor
712471,kfnoiibj-1,CD8 N/CM
712472,kfnokgje-1,fibroblast
712473,kfnokkbn-1,macrophage
712475,kfnollok-1,tumor
712476,kfnonphf-1,tumor
712478,kfnpakfg-1,tumor
712479,kfnpaone-1,endothelial
712480,kfnpdhda-1,tumor
712482,kfnpeolj-1,tumor
712483,kfnpfgoi-1,tumor
712484,kfnpgeha-1,tumor
712485,kfnpggag-1,tumor
712486,kfnphhnj-1,tumor
712487,kfnphied-1,tumor
712488,kfnpjgad-1,tumor
712489,kfnpljgm-1,fibroblast
712490,kfnpmadj-1,mesenchymal
712491,kfnponif-1,tumor
712493,kfnpppom-1,tumor
712494,kfoaaiim-1,epithelial
712495,kfoadahk-1,tumor
712496,kfoafdgg-1,tumor
712497,kfoaffcm-1,tumor
712498,kfoaimoc-1,tumor
712499,kfoajhnl-1,tumor
712500,kfoalidc-1,tumor
712501,kfoapape-1,tumor
712502,kfobbjap-1,CD4 N/CM
712503,kfobbmip-1,tumor
712505,kfobmpje-1,tumor
712506,kfobnobo-1,tumor
712507,kfobppop-1,tumor
712508,kfocjjce-1,CD4 Treg
712509,kfockihj-1,tumor
712510,kfockmaj-1,fibroblast
712511,kfockoen-1,fibroblast
712512,kfoclkbi-1,tumor
712514,kfodbifn-1,tumor
712515,kfodfljo-1,tumor
712517,kfodjfgh-1,macrophage
712518,kfodjhjj-1,DC
712519,kfodjlck-1,tumor
712520,kfodmhff-1,tumor
712521,kfodmnik-1,tumor
712522,kfodmoep-1,mixed_APC
712523,kfoeacik-1,tumor
712524,kfoeagod-1,tumor
712525,kfoeclgg-1,tumor
712526,kfoecmpb-1,mixed_immune
712527,kfoeefem-1,mixed_immune
712528,kfoehlfp-1,tumor
712529,kfoeindh-1,tumor
712530,kfoejaol-1,tumor
712531,kfoejolp-1,tumor
712532,kfoekfbe-1,tumor
712533,kfoeleji-1,tumor
712534,kfoeocnm-1,mixed_immune
712535,kfofabgd-1,tumor
712539,kfofdjpm-1,tumor
712540,kfofigpf-1,tumor
712541,kfofkomm-1,mixed_APC
712542,kfofljpa-1,tumor
712543,kfofncbm-1,tumor
712544,kfofnhhb-1,epithelial
712545,kfofolij-1,tumor
712546,kfofpffb-1,fibroblast
712547,kfogbaop-1,mixed_APC
712548,kfoghhda-1,tumor
712549,kfoghkij-1,tumor
712551,kfogjpjf-1,tumor
712552,kfohchpl-1,tumor
712554,kfohgemp-1,tumor
712555,kfohhhji-1,tumor
712557,kfohoibf-1,tumor
712558,kfohpfjb-1,tumor
712559,kfohpllc-1,tumor
712560,kfoicalo-1,mixed_stromal
712561,kfoicnmf-1,tumor
712562,kfoidppp-1,tumor
712565,kfoiggip-1,tumor
712566,kfoikhhh-1,tumor
712567,kfoimgfg-1,tumor
712569,kfoipmej-1,tumor
712570,kfojacaf-1,tumor
712571,kfojehjh-1,endothelial
712572,kfojfnbk-1,CD4 CM
712573,kfojgfno-1,tumor
712574,kfojglec-1,fibroblast
712575,kfojnmck-1,tumor
712576,kfojnobc-1,mesenchymal
712577,kfokbnib-1,tumor
712578,kfokealo-1,tumor
712580,kfokgmoe-1,epithelial
712584,kfokmkka-1,tumor
712585,kfokogef-1,mixed_stromal
712586,kfolgdnl-1,tumor
712588,kfoljfjb-1,tumor
712589,kfolkfhi-1,tumor
712590,kfollfpc-1,tumor
712591,kfolnlak-1,tumor
712592,kfomndib-1,tumor
712593,kfomnkgl-1,tumor
712594,kfonbcpa-1,CD4 CM
712595,kfonlamh-1,tumor
712596,kfonmdlp-1,NK cell
712597,kfonmgjo-1,mesenchymal
712598,kfonmlba-1,tumor
712599,kfonmmih-1,tumor
712600,kfonmngd-1,tumor
712601,kfonpffp-1,tumor
712602,kfonpmin-1,tumor
712603,kfoogjml-1,endothelial
712604,kfoojfao-1,mesenchymal
712605,kfookaaj-1,tumor
712606,kfoombci-1,tumor
712607,kfoonfcf-1,tumor
712610,kfopdncn-1,tumor
712611,kfophehh-1,tumor
712612,kfoplbfk-1,tumor
712614,kfopmljc-1,tumor
712615,kfpaabbg-1,tumor
712616,kfpabbpb-1,tumor
712619,kfpadiig-1,mixed_APC
712620,kfpaenab-1,tumor
712621,kfpaiagb-1,fibroblast
712622,kfpaicco-1,tumor
712623,kfpajidl-1,tumor
712624,kfpaoaef-1,tumor
712625,kfpapnkj-1,tumor
712626,kfpbaagm-1,endothelial
712628,kfpbbflh-1,tumor
712629,kfpbbijn-1,tumor
712631,kfpbejcd-1,tumor
712632,kfpbhcek-1,tumor
712633,kfpbkieh-1,tumor
712634,kfpboagf-1,tumor
712635,kfpbpjel-1,tumor
712636,kfpbpolm-1,tumor
712637,kfpcbgef-1,tumor
712639,kfpcfmed-1,tumor
712640,kfpcgijg-1,endothelial
712641,kfpcibll-1,tumor
712642,kfpcjbdd-1,tumor
712643,kfpcjifj-1,tumor
712644,kfpcjlll-1,tumor
712645,kfpckcim-1,tumor
712646,kfpckdlc-1,fibroblast
712647,kfpcobhe-1,tumor
712648,kfpdaaop-1,tumor
712649,kfpdbddl-1,tumor
712651,kfpdkoea-1,fibroblast
712652,kfpdkoin-1,DC
712653,kfpdnnbd-1,b cell
712655,kfpecaba-1,tumor
712656,kfpechkm-1,tumor
712657,kfpeebig-1,tumor
712659,kfpefich-1,tumor
712660,kfpegchf-1,tumor
712662,kfpeinec-1,tumor
712663,kfpejbie-1,endothelial
712664,kfpepmhj-1,mixed_APC
712665,kfpfbijj-1,tumor
712666,kfpfbjjd-1,tumor
712667,kfpfcabo-1,endothelial
712668,kfpfenla-1,tumor
712669,kfpffcod-1,tumor
712671,kfpfhfph-1,tumor
712672,kfpfkceg-1,tumor
712673,kfpfpfan-1,cDC1
712674,kfpgadop-1,tumor
712675,kfpgaiah-1,tumor
712676,kfpgbaej-1,tumor
712677,kfpgcaek-1,tumor
712678,kfpgdppb-1,tumor
712679,kfpgeoka-1,tumor
712681,kfpgliae-1,tumor
712682,kfpgmbae-1,tumor
712683,kfpgmcjg-1,epithelial
712684,kfpgnflc-1,tumor
712685,kfpgohkm-1,tumor
712687,kfpgplen-1,fibroblast
712688,kfpgpmgc-1,tumor
