,cell_id,group
153984,fommgbdl-1,tumor
153985,fommjppb-1,tumor
153986,fommkjjc-1,tumor
153987,fommkolo-1,fibroblast
153988,fommlcji-1,tumor
153990,fommlnpl-1,endothelial
153991,fommniad-1,tumor
153993,fommpljm-1,tumor
153994,fomndgph-1,macrophage
153995,fomndkii-1,tumor
153996,fomnlfhm-1,tumor
153997,fomnodje-1,tumor
154002,fomongdm-1,endothelial
154003,fomonjpg-1,tumor
154005,fomopnng-1,tumor
154006,fompcdka-1,mixed_APC
154007,fompcnff-1,endothelial
154008,fompdida-1,tumor
154009,fompjibb-1,mixed_immune
154010,fompjmfk-1,tumor
154011,fompkekp-1,tumor
154012,fompndmj-1,tumor
154015,fonahhac-1,mixed_APC
154016,fonappgl-1,tumor
154017,fonbbadk-1,tumor
154018,fonbcjgd-1,fibroblast
154019,fonbgkfg-1,tumor
154020,fonbhcod-1,tumor
154021,fonblfmi-1,tumor
154023,fonbmllm-1,tumor
154024,foncflna-1,tumor
154026,fondeadi-1,macrophage
154028,fondhobj-1,tumor
154030,fondmfol-1,tumor
154031,fondnamc-1,endothelial
154032,fondndig-1,tumor
154033,foneedbb-1,endothelial
154034,fonelhkl-1,tumor
154035,fonfbacm-1,tumor
154038,fonfgfhd-1,tumor
154039,fonfiaag-1,plasma b
154040,fonfkbei-1,plasma b
154042,fongbmkp-1,tumor
154043,fongfoom-1,tumor
154045,fonglbkg-1,tumor
154046,fonhbmmh-1,tumor
154047,fonhofbo-1,tumor
154048,fonhopad-1,fibroblast
154049,fonhpdln-1,fibroblast
154051,fonialmd-1,epithelial
154052,fonidaln-1,tumor
154053,fonihaib-1,tumor
154055,fonikebi-1,tumor
154057,foniljcp-1,endothelial
154058,foninjcn-1,tumor
154059,fonipllf-1,tumor
154060,fonjbfmg-1,tumor
154061,fonjcmhi-1,mixed_immune
154062,fonjiknk-1,fibroblast
154063,fonjpmgi-1,tumor
154064,fonkelei-1,tumor
154065,fonkfiii-1,tumor
154067,fonklgfj-1,macrophage
154068,fonkokhl-1,tumor
154069,fonlebpb-1,fibroblast
154070,fonlepma-1,tumor
154071,fonlkelp-1,tumor
154072,fonlkhik-1,tumor
154074,fonlloog-1,tumor
154075,fonlngmp-1,tumor
154076,fonlolfm-1,macrophage
154077,fonmbndh-1,tumor
154078,fonmicno-1,tumor
154079,fonmjngc-1,tumor
154080,fonnckge-1,tumor
154081,fonndinh-1,tumor
154082,fonnfeha-1,tumor
154084,fonocgcm-1,tumor
154085,fonoebih-1,tumor
154087,fonogedb-1,tumor
154088,fonogopn-1,tumor
154089,fonoinmp-1,tumor
154090,fonpbjbb-1,tumor
154091,fonpdmcp-1,plasma b
154092,fonpgmia-1,tumor
154093,fonpiijl-1,tumor
154094,fooaadcm-1,fibroblast
154095,fooackjn-1,tumor
154096,fooafdio-1,tumor
154097,fooafdkc-1,fibroblast
154098,fooagbeg-1,tumor
154099,fooaggni-1,tumor
154100,fooaghbc-1,tumor
154101,fooaihoa-1,mixed_APC
154102,fooajgia-1,macrophage
154103,fooalfje-1,fibroblast
154104,fooanndp-1,tumor
154106,foobelhg-1,tumor
154107,foobfngo-1,tumor
154108,foobgpop-1,tumor
154109,foobinhc-1,tumor
154110,foobmaae-1,macrophage
154111,foobmbfl-1,tumor
154112,foobplgl-1,tumor
154113,foocdemh-1,tumor
154115,foocnjdn-1,tumor
154116,foocppia-1,tumor
154117,foodddmn-1,tumor
154119,foodfjna-1,tumor
154121,foodmgkk-1,tumor
154122,fooehckc-1,fibroblast
154123,fooeickm-1,tumor
154124,fooekdpe-1,macrophage
154125,fooekkpj-1,tumor
154126,fooekmpc-1,mixed_APC
154127,fooekple-1,tumor
154128,fooemena-1,tumor
154130,fooeogdm-1,tumor
154131,foofboki-1,tumor
154132,foofdpej-1,tumor
154133,foofedhg-1,mixed_immune
154134,foofgphm-1,tumor
154136,foofjgda-1,epithelial
154137,foofmgja-1,tumor
154138,foofobel-1,tumor
154139,foogaghd-1,tumor
154140,foogckpi-1,mixed_APC
154141,fooghglb-1,endothelial
154142,foogholj-1,macrophage
154143,foogjgml-1,tumor
154144,foogkngm-1,tumor
154145,foohccfh-1,tumor
154146,foohcekg-1,mixed_immune
154147,foohgaln-1,macrophage
154148,foohghmb-1,mixed_APC
154149,foohgjkp-1,endothelial
154150,foohhodl-1,tumor
154152,foohjmee-1,tumor
154153,fooibdnj-1,endothelial
154154,fooibnif-1,endothelial
154155,fooiboec-1,macrophage
154156,fooidmlg-1,tumor
154157,fooinhbn-1,tumor
154158,foojfhgf-1,tumor
154159,foojkalh-1,macrophage
154161,foojngog-1,tumor
154163,fookalfe-1,fibroblast
154164,fookbakb-1,tumor
154165,fookjbdi-1,tumor
154166,fookjkpp-1,tumor
154167,fookmhcg-1,endothelial
154168,fooknbpa-1,fibroblast
154170,fookompi-1,tumor
154171,foolacib-1,tumor
154172,foolcmfi-1,tumor
154173,foolcodi-1,tumor
154174,fooldjfc-1,tumor
154175,foolghbm-1,tumor
154177,fooliiob-1,tumor
154178,foolkfmc-1,mixed_APC
154179,foolniii-1,plasma b
154180,foomahia-1,tumor
154181,foombdnc-1,tumor
154182,foomigjo-1,plasma b
154183,foomphmh-1,fibroblast
154184,foonaapi-1,tumor
154185,foonbomj-1,tumor
154186,fooncbbb-1,fibroblast
154187,foondhif-1,mixed_APC
154188,foondjgp-1,tumor
154189,foonfeki-1,tumor
154190,foonmocc-1,tumor
154192,foonojon-1,DC
154193,foonoklf-1,tumor
154194,fooobmam-1,tumor
154196,fooombbg-1,DC
154198,foooonnm-1,mixed_APC
154199,foopanmo-1,tumor
154200,foopbmnf-1,tumor
154201,foopffmd-1,monocyte
154202,foopfmbn-1,epithelial
154203,foopgmbd-1,fibroblast
154204,foopmleo-1,tumor
154205,foopndig-1,tumor
154206,foopohaj-1,tumor
154207,fooppdhe-1,tumor
154208,fopaafnp-1,epithelial
154210,fopajoad-1,tumor
154211,fopbfolc-1,tumor
154212,fopbkmdj-1,tumor
154213,fopbnfgd-1,tumor
154214,fopcbcnl-1,tumor
154215,fopchccl-1,mixed_immune
154216,fopciggf-1,fibroblast
154217,fopcjdfi-1,tumor
154219,fopcpbmj-1,tumor
154220,fopdapnp-1,fibroblast
154221,fopdbhfp-1,tumor
154222,fopdcmih-1,fibroblast
154223,fopddofo-1,mixed_immune
154225,fopdjdlc-1,tumor
154226,fopdlnnc-1,tumor
154228,fopedebf-1,epithelial
154229,fopedkao-1,mixed_immune
154230,fopegjam-1,tumor
154232,fopehfbo-1,tumor
154233,fopekhbn-1,tumor
154234,fopellko-1,endothelial
154235,fopenejb-1,tumor
154236,fopfcghj-1,tumor
154237,fopffoke-1,tumor
154238,fopfjkfn-1,macrophage
154239,fopfmikj-1,epithelial
154240,fopgecdb-1,mixed_immune
154241,fopgfegp-1,tumor
154242,fopghmfd-1,tumor
154243,fopghocp-1,tumor
154244,fopgikga-1,tumor
154245,fopgonnf-1,tumor
154246,fophehcc-1,tumor
154247,fopheogl-1,tumor
154248,fophheaa-1,tumor
154249,fophjaoe-1,tumor
154250,fophnfkn-1,tumor
154251,fopigcca-1,tumor
154254,fopjaaba-1,tumor
154255,fopjabee-1,tumor
154257,fopjcffd-1,tumor
154258,fopjlefb-1,fibroblast
154259,fopjogch-1,tumor
154260,fopkaagh-1,tumor
154261,fopkgemc-1,endothelial
154262,fopkkjec-1,tumor
154264,fopkpjjc-1,monocyte
154267,foplkggh-1,fibroblast
154268,foplmlcl-1,tumor
154269,foplnkgh-1,tumor
154270,foplokjj-1,fibroblast
154271,fopmkaoe-1,tumor
154272,fopmkold-1,mesenchymal
154273,fopmpoml-1,tumor
154274,fopnfeih-1,tumor
154276,fopnjnkf-1,tumor
154277,fopnkfkf-1,tumor
154278,fopnkgen-1,tumor
154279,fopnmnho-1,tumor
154280,fopnoknj-1,tumor
154281,fopoeokf-1,tumor
154282,fopofnaa-1,tumor
154283,fopohjcj-1,tumor
154284,fopokkef-1,macrophage
154285,fopoklic-1,plasma b
154286,fopomkfh-1,tumor
154288,fopopcge-1,tumor
154289,fopopopn-1,tumor
154290,foppibal-1,tumor
154291,foppikfi-1,tumor
154292,foppkgba-1,tumor
154293,foppnmga-1,tumor
154294,fpaaalnj-1,tumor
154295,fpaabcij-1,tumor
154297,fpaagcfb-1,tumor
154298,fpaajdje-1,tumor
154299,fpaakdpj-1,macrophage
154300,fpaalaic-1,tumor
154301,fpabbgeo-1,tumor
154302,fpabcakd-1,tumor
154303,fpabegna-1,tumor
154304,fpabfhkk-1,macrophage
154305,fpabkimf-1,tumor
154306,fpablpae-1,mixed_immune
154309,fpabpjch-1,tumor
154310,fpabpnei-1,tumor
154311,fpackbgm-1,tumor
154313,fpaddhcn-1,macrophage
154314,fpadfpab-1,tumor
154315,fpadgaig-1,tumor
154317,fpadhcig-1,tumor
154318,fpadhibo-1,endothelial
154319,fpadinjg-1,tumor
154320,fpadlgkg-1,tumor
154322,fpadmgoe-1,epithelial
154323,fpadnnhb-1,tumor
154325,fpaeijnb-1,tumor
154326,fpaejgif-1,mixed_immune
154327,fpaelpid-1,tumor
154328,fpaemfol-1,tumor
154329,fpaenhcg-1,fibroblast
154330,fpaenopa-1,tumor
154331,fpaeokem-1,plasma b
154332,fpaeonel-1,tumor
154333,fpafbpjk-1,CD4 Treg
154334,fpaffkdc-1,macrophage
154335,fpafjiab-1,tumor
154336,fpafldon-1,tumor
154337,fpafogpo-1,tumor
154338,fpafpikc-1,tumor
154339,fpafpllo-1,tumor
154340,fpagaogi-1,DC
154341,fpagckpk-1,mixed_immune
154342,fpagdbph-1,tumor
154343,fpagelhe-1,tumor
154344,fpagfbng-1,tumor
154345,fpaghihp-1,mixed_immune
154347,fpagldcf-1,tumor
154348,fpahdmie-1,tumor
154349,fpahmcmh-1,tumor
154351,fpaiajcp-1,tumor
154352,fpaicdhi-1,tumor
154353,fpaiedpk-1,fibroblast
154354,fpaihbno-1,tumor
154355,fpaihjfa-1,endothelial
154356,fpaiidil-1,tumor
154357,fpaiipim-1,macrophage
154358,fpailcll-1,tumor
154359,fpaiphae-1,endothelial
154360,fpajcdoa-1,tumor
154361,fpajdpdh-1,tumor
154362,fpajeapi-1,tumor
154363,fpajjjdc-1,tumor
154364,fpajjlfe-1,tumor
154366,fpajmimd-1,tumor
154367,fpakabmh-1,tumor
154368,fpakakoh-1,tumor
154369,fpakcgho-1,tumor
154371,fpakdghi-1,plasma b
154372,fpakffoe-1,tumor
154373,fpakfkkf-1,tumor
154374,fpakiiak-1,epithelial
154375,fpakijbl-1,fibroblast
154376,fpakmlfp-1,tumor
154377,fpakndfm-1,tumor
154379,fpaljhff-1,mixed_APC
154380,fpallkgm-1,tumor
154381,fpalllgl-1,tumor
154383,fpalmooa-1,endothelial
154385,fpamdgia-1,DC
154387,fpamjjeo-1,tumor
154388,fpamlkha-1,tumor
154389,fpancijh-1,tumor
154390,fpanekec-1,tumor
154391,fpanekpl-1,tumor
154392,fpaniaof-1,DC
154393,fpanjbke-1,fibroblast
154394,fpanjinm-1,tumor
154395,fpankkap-1,tumor
154396,fpannhdb-1,tumor
154397,fpannjno-1,macrophage
154398,fpanpepc-1,plasma b
154399,fpaoajki-1,tumor
154400,fpaobhhn-1,tumor
154401,fpaoecnd-1,tumor
154402,fpaoieba-1,tumor
154403,fpaomocl-1,tumor
154404,fpaooofp-1,macrophage
154405,fpapdcid-1,tumor
154406,fpapgpem-1,tumor
154407,fpapimbo-1,tumor
154408,fpapknbh-1,fibroblast
154409,fpapkncc-1,tumor
154410,fpbaejge-1,tumor
154411,fpbaekpm-1,tumor
154412,fpbaepkb-1,fibroblast
154413,fpbajfgp-1,endothelial
154414,fpbbanje-1,tumor
154415,fpbbcbbk-1,tumor
154416,fpbbejee-1,tumor
154417,fpbbiokn-1,fibroblast
154418,fpbbmjlj-1,tumor
154419,fpbbmmof-1,tumor
154420,fpbcbeen-1,tumor
154421,fpbccodd-1,tumor
154422,fpbceiao-1,macrophage
154423,fpbcfjnk-1,tumor
154424,fpbdafen-1,tumor
154425,fpbdajlf-1,tumor
154426,fpbdcpkd-1,macrophage
154427,fpbdigab-1,monocyte
154428,fpbdjcjf-1,tumor
154429,fpbdlflj-1,tumor
154430,fpbdmpin-1,tumor
154431,fpbdngai-1,tumor
154432,fpbedbkk-1,plasma b
154433,fpbehpba-1,fibroblast
154435,fpbennlc-1,tumor
154436,fpbfdpcl-1,DC
154437,fpbfeioc-1,tumor
154438,fpbfjajm-1,tumor
154439,fpbfkcno-1,tumor
154440,fpbfpegn-1,tumor
154441,fpbgakpd-1,tumor
154442,fpbgamof-1,tumor
154444,fpbgdklj-1,tumor
154445,fpbgfagh-1,tumor
154446,fpbgfmhe-1,fibroblast
154448,fpbgmhgb-1,tumor
154450,fpbhmjif-1,tumor
154451,fpbhmoab-1,tumor
154452,fpbhnjoc-1,tumor
154453,fpbibjgc-1,tumor
154454,fpbiekpc-1,tumor
154455,fpbihaak-1,tumor
154457,fpbjgckf-1,tumor
154458,fpbjgfgb-1,tumor
154459,fpbjjnfc-1,tumor
154461,fpbjlamo-1,tumor
154463,fpbjocnl-1,tumor
154464,fpbjokkn-1,tumor
154465,fpbjplde-1,tumor
154466,fpbkbheo-1,endothelial
154467,fpbklbpd-1,mesenchymal
154468,fpbkmbla-1,tumor
154469,fpbkocgp-1,macrophage
154470,fpbkohfi-1,DC
154472,fpbloelh-1,fibroblast
154473,fpblpclb-1,tumor
154474,fpbmhglb-1,tumor
154475,fpbmihol-1,tumor
154476,fpbmnbgp-1,tumor
154477,fpbndagn-1,tumor
154478,fpbneale-1,tumor
154479,fpbnlegd-1,tumor
154480,fpbnlkag-1,macrophage
154481,fpbnlmcm-1,tumor
154483,fpbnnidg-1,tumor
154484,fpboakco-1,tumor
154485,fpbobhdm-1,tumor
154487,fpbohdgm-1,tumor
154488,fpbolndp-1,monocyte
154489,fpbomocj-1,tumor
154490,fpbpcpnf-1,endothelial
154491,fpbphoko-1,tumor
154492,fpbpkked-1,tumor
154493,fpbpngbf-1,mixed_APC
154494,fpbpngoi-1,tumor
154496,fpcadoio-1,tumor
154498,fpcagkmd-1,tumor
154499,fpcaibop-1,tumor
154500,fpcajemg-1,tumor
154501,fpcamdhc-1,tumor
154502,fpcamhkn-1,tumor
154503,fpcaoeip-1,tumor
154504,fpcapafj-1,tumor
154505,fpcapiih-1,tumor
154507,fpcbalap-1,tumor
154508,fpcbbfmb-1,mixed_APC
154512,fpcbkkhf-1,tumor
154513,fpcblabb-1,tumor
154514,fpcbmjpf-1,tumor
154515,fpcbncpj-1,tumor
154516,fpccafdg-1,plasma b
154518,fpccbgle-1,tumor
154519,fpccbpjl-1,tumor
154521,fpccebgf-1,tumor
154522,fpccllpg-1,tumor
154523,fpccmgip-1,mixed_APC
154524,fpccneoh-1,mixed_stromal
154525,fpccnmac-1,fibroblast
154526,fpccplnc-1,tumor
154527,fpcdcekj-1,tumor
154528,fpcdemlh-1,tumor
154529,fpcdflic-1,fibroblast
154530,fpcdggpj-1,tumor
154531,fpcdjiaj-1,tumor
154532,fpcdjifo-1,tumor
154533,fpcdmaed-1,cDC1
154534,fpcedeka-1,tumor
154535,fpcejcek-1,tumor
154536,fpcejold-1,tumor
154537,fpcfapdm-1,tumor
154538,fpcfbbea-1,tumor
154539,fpcfcfeb-1,tumor
154540,fpcfdbmi-1,tumor
154541,fpcfddoh-1,tumor
154542,fpcfeaoe-1,tumor
154543,fpcfijka-1,monocyte
154544,fpcfknnb-1,tumor
154545,fpcfmnmf-1,tumor
154546,fpcgghhi-1,fibroblast
154547,fpcgmlik-1,DC
154548,fpchaiab-1,tumor
154549,fpchamcj-1,tumor
154550,fpchbpcl-1,tumor
154551,fpchdlep-1,tumor
154552,fpcheglg-1,tumor
154553,fpchilmo-1,tumor
154554,fpchngep-1,tumor
154555,fpchopmk-1,tumor
154556,fpchpali-1,tumor
154557,fpchphnm-1,endothelial
154558,fpcibbhc-1,mixed_immune
154559,fpcibpid-1,tumor
154560,fpcijeej-1,tumor
154563,fpcjagkl-1,tumor
154565,fpcjhgdc-1,tumor
154566,fpcjicmi-1,tumor
154567,fpcjjeje-1,mixed_immune
154568,fpcjjjni-1,mixed_APC
154569,fpcjkcid-1,tumor
154570,fpcjlcah-1,CD8 EM
154571,fpcjldeg-1,tumor
154572,fpcjmmgg-1,mixed_immune
154573,fpckcopj-1,CD4 Treg
154574,fpckemdh-1,tumor
154575,fpckfhmh-1,tumor
154577,fpcklcim-1,tumor
154578,fpcknhoc-1,tumor
154579,fpcldpno-1,tumor
154580,fpclffcf-1,tumor
154581,fpclmdef-1,mixed_APC
154582,fpclpphe-1,tumor
154583,fpcmcied-1,tumor
154584,fpcmdbhl-1,tumor
154585,fpcmdmjb-1,tumor
154586,fpcmggdl-1,mixed_APC
154587,fpcmmgjm-1,tumor
154588,fpcmojni-1,NK cell
154590,fpcncpkk-1,tumor
154592,fpcoamac-1,tumor
154593,fpcodhlc-1,fibroblast
154594,fpcofdfj-1,tumor
154595,fpcogohf-1,tumor
154597,fpcolbbo-1,tumor
154599,fpcopbpk-1,tumor
154600,fpcpcnan-1,tumor
154601,fpcpeahm-1,tumor
154602,fpcpmphd-1,monocyte
154604,fpdadaen-1,tumor
154605,fpdadgcl-1,monocyte
154606,fpdafiin-1,tumor
154607,fpdajlgk-1,mixed_immune
154608,fpdangop-1,macrophage
154609,fpdapblm-1,tumor
154610,fpdapmad-1,tumor
154611,fpdappeg-1,tumor
154612,fpdbaioh-1,tumor
154613,fpdbhioa-1,tumor
154615,fpdbklon-1,tumor
154618,fpdcenee-1,tumor
154619,fpdcfloi-1,fibroblast
154620,fpdcidnk-1,tumor
154621,fpdciffe-1,monocyte
154622,fpdcmhdo-1,mixed_immune
154623,fpdcogkk-1,tumor
154624,fpdcpfnd-1,tumor
154626,fpdddhoh-1,tumor
154628,fpddkald-1,tumor
154629,fpdeeejj-1,tumor
154631,fpdeokca-1,tumor
154632,fpdeolag-1,tumor
154633,fpdeookp-1,tumor
154634,fpdfafcd-1,tumor
154635,fpdfbcbi-1,tumor
154636,fpdfendk-1,tumor
154637,fpdfidab-1,tumor
154638,fpdfjlom-1,tumor
154639,fpdfobfh-1,tumor
154640,fpdgaeen-1,tumor
154641,fpdgbeaf-1,tumor
154642,fpdgdgbd-1,tumor
154644,fpdgldig-1,plasma b
154645,fpdgmhkf-1,tumor
154646,fpdgogne-1,plasma b
154647,fpdgpggf-1,tumor
154648,fpdheolm-1,tumor
154649,fpdhiloe-1,tumor
154650,fpdhlilg-1,tumor
154651,fpdhpada-1,endothelial
154652,fpdiefhg-1,tumor
154653,fpdigakp-1,fibroblast
154654,fpdihcgn-1,tumor
154655,fpdiikke-1,tumor
154656,fpdijieb-1,tumor
154657,fpdikiea-1,mixed_APC
154658,fpdjfapm-1,b cell
154659,fpdjlfmn-1,tumor
154660,fpdjmffe-1,tumor
154661,fpdjocga-1,tumor
154662,fpdjpefj-1,macrophage
154663,fpdkboih-1,tumor
154664,fpdkehen-1,fibroblast
154665,fpdkjbjc-1,tumor
154666,fpdlbhom-1,tumor
154667,fpdlbpkj-1,tumor
154668,fpdlbppc-1,endothelial
154669,fpdlcpdo-1,tumor
154670,fpdldobo-1,tumor
154671,fpdlfcmj-1,tumor
154672,fpdlfhla-1,tumor
154673,fpdlhapa-1,tumor
154675,fpdlkagn-1,mixed_APC
154677,fpdmmfdi-1,tumor
154678,fpdmnhol-1,tumor
154679,fpdmpfok-1,plasma b
154680,fpdncdki-1,monocyte
154681,fpdncojj-1,tumor
154682,fpdndoek-1,tumor
154683,fpdnfcoc-1,fibroblast
154684,fpdnkokc-1,tumor
154685,fpdnmabe-1,macrophage
154686,fpdnpkfi-1,tumor
154687,fpdoladb-1,tumor
154688,fpdolokb-1,tumor
154689,fpdpabbm-1,tumor
154690,fpdpcnjc-1,tumor
154691,fpdpehea-1,CD8 N/CM
154692,fpdpelfh-1,macrophage
154693,fpdphehk-1,tumor
154694,fpdpnjdo-1,fibroblast
154695,fpdppbco-1,tumor
154696,fpeabcbg-1,tumor
154699,fpeafcpj-1,tumor
154701,fpealboe-1,tumor
154702,fpealdoi-1,tumor
154703,fpealfbn-1,tumor
154704,fpebhbef-1,tumor
154705,fpebhefb-1,DC
154708,fpebmfpm-1,tumor
154709,fpebnpll-1,tumor
154710,fpecbdog-1,tumor
154712,fpecelfa-1,tumor
154713,fpecfckl-1,mixed_immune
154714,fpecijgk-1,tumor
154715,fpecjnlg-1,tumor
154716,fpecjnlo-1,macrophage
154717,fpecnkll-1,DC
154718,fpedbimd-1,tumor
154719,fpededlb-1,tumor
154720,fpedfegk-1,tumor
154721,fpedjmlm-1,tumor
154722,fpedmpol-1,tumor
154723,fpedpjin-1,tumor
154724,fpeeabei-1,tumor
154725,fpeebeia-1,tumor
154726,fpeecbkl-1,tumor
154728,fpeedmbi-1,tumor
154729,fpeefgef-1,tumor
154730,fpeeigck-1,fibroblast
154731,fpeeiikk-1,fibroblast
154732,fpeekhjl-1,tumor
154733,fpeeofkb-1,mixed_APC
154734,fpeeogcm-1,macrophage
154735,fpefjgom-1,tumor
154736,fpefmlhl-1,tumor
154737,fpegaipc-1,endothelial
154738,fpegbnak-1,tumor
154739,fpegckdj-1,fibroblast
154740,fpegimak-1,tumor
154742,fpegnmhd-1,mixed_stromal
154743,fpehamjj-1,macrophage
154744,fpeheckn-1,monocyte
154745,fpehehpa-1,endothelial
154746,fpehemee-1,tumor
154748,fpehingm-1,tumor
154749,fpehpbmf-1,macrophage
154750,fpeicnij-1,tumor
154751,fpeihhjc-1,tumor
154752,fpeikpll-1,tumor
154753,fpeikpod-1,tumor
154754,fpeimgbf-1,tumor
154755,fpeimiom-1,endothelial
154756,fpejcklf-1,tumor
154757,fpejddhp-1,tumor
154758,fpejhihf-1,tumor
154759,fpejjbmn-1,tumor
154760,fpekfkii-1,tumor
154761,fpekghab-1,monocyte
154762,fpekhgod-1,tumor
154763,fpeklmpi-1,tumor
154764,fpekmoak-1,endothelial
154765,fpekohpp-1,fibroblast
154766,fpekooge-1,tumor
154767,fpelbmbn-1,tumor
154768,fpelhpjl-1,macrophage
154770,fpelldhf-1,tumor
154771,fpemajml-1,tumor
154772,fpemanfp-1,tumor
154773,fpemclik-1,tumor
154774,fpempoed-1,tumor
154775,fpenbbgn-1,tumor
154776,fpenbdod-1,tumor
154777,fpenjcfk-1,tumor
154779,fpeobmej-1,tumor
154780,fpeobmkh-1,tumor
154781,fpeocogj-1,mixed_immune
154782,fpeogpeo-1,tumor
154783,fpeohgbn-1,cDC2
154784,fpeonfcb-1,tumor
154785,fpeplcdh-1,tumor
154786,fpeplekc-1,tumor
154787,fpepnlja-1,tumor
154788,fpfaajbc-1,mixed_APC
154789,fpfabaei-1,fibroblast
154790,fpfabomg-1,tumor
154791,fpfadhkm-1,endothelial
154792,fpfaepdh-1,tumor
154793,fpfaheod-1,macrophage
154794,fpfajjpo-1,mixed_immune
154795,fpfalcef-1,tumor
154796,fpfamkcb-1,macrophage
154797,fpfamkmg-1,endothelial
154798,fpfanbcl-1,fibroblast
154799,fpfaocko-1,tumor
154800,fpfapkde-1,endothelial
154801,fpfbcjkm-1,endothelial
154802,fpfblanj-1,macrophage
154803,fpfbphel-1,tumor
154804,fpfcbffm-1,tumor
154805,fpfccklg-1,tumor
154806,fpfcfiji-1,macrophage
154807,fpfcihpf-1,tumor
154808,fpfcikol-1,endothelial
154809,fpfconfm-1,tumor
154810,fpfdandp-1,tumor
154811,fpfdbjjb-1,tumor
154812,fpfdcjpm-1,tumor
154813,fpfdenom-1,tumor
154815,fpfdhfkb-1,tumor
154816,fpfdioak-1,tumor
154817,fpfdiogf-1,tumor
154818,fpfdjncc-1,tumor
154819,fpfednga-1,epithelial
154821,fpfekngi-1,tumor
154822,fpfemibc-1,fibroblast
154823,fpfepbpe-1,tumor
154825,fpfepoip-1,tumor
154826,fpffbllb-1,tumor
154827,fpffdbmg-1,macrophage
154828,fpffgknp-1,tumor
154830,fpfflebb-1,tumor
154831,fpffplhm-1,fibroblast
154832,fpfgccje-1,tumor
154833,fpfgcfdo-1,NK cell
154834,fpfhgchd-1,tumor
154835,fpfhhabn-1,b cell
154836,fpfhimie-1,tumor
154837,fpfhoejb-1,tumor
154838,fpfifbhm-1,endothelial
154839,fpfiiffg-1,endothelial
154840,fpfilcek-1,mixed_immune
154841,fpfipahj-1,tumor
154842,fpfjafan-1,tumor
154843,fpfjcoke-1,tumor
154845,fpfjjfea-1,tumor
154846,fpfjjlfl-1,tumor
154847,fpfjogli-1,mixed_immune
154849,fpfkeioj-1,plasma b
154851,fpfkihgn-1,mixed_immune
154852,fpfkilek-1,macrophage
154853,fpfkjflb-1,CD4 Treg
154854,fpfkkmjh-1,plasma b
154855,fpfkogcj-1,mixed_APC
154856,fpfkoimj-1,tumor
154857,fpflgjfd-1,fibroblast
154858,fpflklhk-1,tumor
154859,fpflkmmj-1,b cell
154860,fpflkocl-1,tumor
154861,fpfmcflj-1,mixed_APC
154862,fpfmcpha-1,tumor
154863,fpfmfalh-1,tumor
154864,fpfmjfbj-1,tumor
154865,fpfmldbg-1,tumor
154866,fpfmlhbe-1,macrophage
154867,fpfnahbh-1,tumor
154868,fpfnbmlj-1,tumor
154869,fpfndjlh-1,tumor
154870,fpfneebj-1,mixed_APC
154871,fpfngkjo-1,tumor
154872,fpfnhcne-1,tumor
154875,fpfoadkg-1,tumor
154876,fpfofdbi-1,tumor
154877,fpfomiac-1,tumor
154878,fpfpacil-1,tumor
154880,fpfpbjgg-1,tumor
154881,fpfpcjih-1,tumor
154883,fpfpegle-1,macrophage
154884,fpfpfddc-1,tumor
154885,fpfpfhno-1,tumor
154886,fpfpgljo-1,tumor
154887,fpfpinpe-1,plasma b
154888,fpfpkeel-1,fibroblast
154890,fpgabnfa-1,endothelial
154891,fpgacaon-1,fibroblast
154892,fpgadclj-1,tumor
154893,fpgaoodg-1,tumor
154894,fpgbdlkh-1,plasma b
154895,fpgbgacf-1,tumor
154896,fpgbkklg-1,tumor
154897,fpgcaepo-1,tumor
154898,fpgdfpgo-1,plasma b
154899,fpgdomcc-1,tumor
154900,fpgeckeg-1,tumor
154901,fpgecpgl-1,tumor
154902,fpgefbdi-1,tumor
154903,fpgefhlk-1,tumor
154904,fpgegleb-1,mixed_immune
154905,fpgegpgi-1,tumor
154906,fpgejemm-1,tumor
154907,fpgembfn-1,tumor
154909,fpgeoaai-1,tumor
154910,fpgeoagi-1,plasma b
154911,fpgeolei-1,tumor
154914,fpgfblii-1,CD8 N/CM
154916,fpgfmfli-1,tumor
154917,fpgfnbjj-1,tumor
154918,fpgfokch-1,tumor
154919,fpggboab-1,tumor
154920,fpggdfka-1,tumor
154921,fpggdfmi-1,plasma b
154922,fpggggka-1,tumor
154923,fpgggkgl-1,tumor
154924,fpggjhoc-1,tumor
154925,fpghdnal-1,tumor
154926,fpghkied-1,tumor
154927,fpghkoad-1,tumor
154928,fpghnabk-1,tumor
154929,fpgiaepc-1,tumor
154930,fpgiccce-1,tumor
154932,fpgimibm-1,tumor
154933,fpgioieg-1,tumor
154934,fpgjalme-1,tumor
154935,fpgjcikc-1,tumor
154936,fpgjekmd-1,tumor
154937,fpgjhieb-1,tumor
154938,fpgjkbbo-1,tumor
154940,fpgjmldg-1,tumor
154941,fpgkaddc-1,mixed_immune
154942,fpgkakhk-1,macrophage
154943,fpgkhfam-1,monocyte
154944,fpgkpgph-1,tumor
154945,fpgkphcf-1,endothelial
154946,fpgkpjhh-1,plasma b
154947,fpglapkh-1,tumor
154949,fpglhfhk-1,tumor
154950,fpglilbh-1,tumor
154951,fpgljcoo-1,tumor
154952,fpgljiib-1,tumor
