ilisi,graph_conn,sil_batch,model,shift_sigma,seed
0.4701852798461914,0.9279999999999999,0.8104763,Decipher-VZ-Add,0.1,0
0.456223726272583,0.9704,0.81336164,Decipher-VZ-Add,0.1,1
0.5361347198486328,0.9571999999999999,0.8974392,Decipher-VZ-Add,0.1,2
0.23465049266815186,0.9328,0.71246845,Decipher-VZ-Add,0.25,0
0.30753231048583984,0.8976,0.74981177,Decipher-VZ-Add,0.25,1
0.4174916744232178,0.9400000000000001,0.824252,Decipher-VZ-Add,0.25,2
0.3423638343811035,0.5972000000000001,0.64932424,Decipher-VZ-Add,0.5,0
0.37930595874786377,0.7535999999999999,0.7237428,Decipher-VZ-Add,0.5,1
0.4450615644454956,0.4412,0.75701445,Decipher-VZ-Add,0.5,2
2.9802322387695312e-08,0.2444,0.31396598,Decipher-VZ-Add,1.0,0
9.953975677490234e-06,0.43760000000000004,0.4632135,Decipher-VZ-Add,1.0,1
0.012874484062194824,0.7544,0.5821885,Decipher-VZ-Add,1.0,2
2.9802322387695312e-08,0.27199999999999996,0.21433179,Decipher-VZ-Add,2.5,0
0.0,0.2184,0.21863344,Decipher-VZ-Add,2.5,1
2.9802322387695312e-08,0.27840000000000004,0.28338844,Decipher-VZ-Add,2.5,2
0.4727560877799988,0.8940000000000001,0.7998232,Decipher-VZ2-Add,0.1,0
0.45380377769470215,0.9667999999999999,0.82770157,Decipher-VZ2-Add,0.1,1
0.5288423299789429,0.9639999999999999,0.9085574,Decipher-VZ2-Add,0.1,2
0.35093605518341064,0.44480000000000003,0.7428324,Decipher-VZ2-Add,0.25,0
0.24669593572616577,0.9768000000000001,0.77396524,Decipher-VZ2-Add,0.25,1
0.4713938236236572,0.96,0.82334554,Decipher-VZ2-Add,0.25,2
0.14732491970062256,0.6567999999999999,0.6821027,Decipher-VZ2-Add,0.5,0
0.31493842601776123,0.8096,0.71189183,Decipher-VZ2-Add,0.5,1
0.28909575939178467,0.7596,0.7217549,Decipher-VZ2-Add,0.5,2
0.029936492443084717,0.5120000000000001,0.4613498,Decipher-VZ2-Add,1.0,0
0.18235117197036743,0.41319999999999996,0.49442777,Decipher-VZ2-Add,1.0,1
1.1920928955078125e-07,0.7060000000000001,0.51542735,Decipher-VZ2-Add,1.0,2
0.0,0.2104,0.16697536,Decipher-VZ2-Add,2.5,0
0.0,0.21680000000000002,0.21351512,Decipher-VZ2-Add,2.5,1
2.9802322387695312e-08,0.5664,0.45440453,Decipher-VZ2-Add,2.5,2
0.4689231514930725,0.9523999999999999,0.82219636,Decipher-MF-Add,0.1,0
0.5263312458992004,0.8375999999999999,0.82345295,Decipher-MF-Add,0.1,1
0.5400398969650269,0.8812000000000001,0.8695501,Decipher-MF-Add,0.1,2
0.38929283618927,0.6452,0.74810773,Decipher-MF-Add,0.25,0
0.4116513729095459,0.8544,0.75312364,Decipher-MF-Add,0.25,1
0.5392184257507324,0.6592,0.7865298,Decipher-MF-Add,0.25,2
0.2857879400253296,0.6559999999999999,0.7064797,Decipher-MF-Add,0.5,0
0.3200167417526245,0.8280000000000001,0.7427909,Decipher-MF-Add,0.5,1
0.394040584564209,0.7492,0.70886403,Decipher-MF-Add,0.5,2
0.0840715765953064,0.6176,0.54310423,Decipher-MF-Add,1.0,0
0.07605865597724915,0.5291999999999999,0.5665006,Decipher-MF-Add,1.0,1
0.0055612921714782715,0.6408,0.5078705,Decipher-MF-Add,1.0,2
2.9802322387695312e-08,0.32799999999999996,0.26690048,Decipher-MF-Add,2.5,0
0.0,0.2152,0.2327011,Decipher-MF-Add,2.5,1
5.960464477539063e-08,0.38120000000000004,0.3785426,Decipher-MF-Add,2.5,2
0.4578126072883606,0.9532,0.85776585,Base Decipher,0.1,0
0.44780123233795166,0.9692000000000001,0.82327825,Base Decipher,0.1,1
0.5337806344032288,0.9551999999999999,0.8986906,Base Decipher,0.1,2
0.2418186068534851,0.9532,0.7163403,Base Decipher,0.25,0
0.24938160181045532,0.9751999999999998,0.75930387,Base Decipher,0.25,1
0.45251113176345825,0.9555999999999999,0.8253523,Base Decipher,0.25,2
1.7881393432617188e-07,0.4624,0.464611,Base Decipher,0.5,0
0.07819932699203491,0.9736,0.62351596,Base Decipher,0.5,1
0.14883208274841309,0.9583999999999999,0.6651068,Base Decipher,0.5,2
2.9802322387695312e-08,0.2132,0.28654122,Base Decipher,1.0,0
2.9802322387695312e-08,0.3896,0.4169305,Base Decipher,1.0,1
8.940696716308594e-08,0.4856,0.48286587,Base Decipher,1.0,2
0.0,0.2184,0.13982841,Base Decipher,2.5,0
0.0,0.21680000000000002,0.13347709,Base Decipher,2.5,1
0.0,0.2024,0.20721774,Base Decipher,2.5,2
