ilisi,graph_conn,sil_batch,model,shift_sigma,seed
0.46504461765289307,0.9696,0.8011235,Base Decipher,0.1,1
0.5320573449134827,0.9587999999999999,0.9067923,Base Decipher,0.1,2
8.940696716308594e-08,0.5267999999999999,0.40031153,Base Decipher,0.5,0
0.08850234746932983,0.9812,0.6420633,Base Decipher,0.5,1
0.14632201194763184,0.9284000000000001,0.670118,Base Decipher,0.5,2
0.0,0.2772,0.28000626,Base Decipher,1.0,0
5.960464477539063e-08,0.38800000000000007,0.34848017,Base Decipher,1.0,1
5.960464477539063e-08,0.4888,0.46113187,Base Decipher,1.0,2
0.0,0.2164,0.16307029,Base Decipher,2.0,0
0.0,0.2156,0.15283997,Base Decipher,2.0,1
0.0,0.402,0.38469505,Base Decipher,2.0,2
0.0,0.21760000000000002,0.09345611,Base Decipher,5.0,0
0.0,0.21480000000000002,0.0830898,Base Decipher,5.0,1
0.0,0.21000000000000002,0.12389094,Base Decipher,5.0,2
0.0,0.21680000000000002,0.054820467,Base Decipher,7.5,0
0.0,0.21480000000000002,0.06596947,Base Decipher,7.5,1
0.0,0.21480000000000002,0.07976173,Base Decipher,7.5,2
0.0,0.21080000000000002,0.050352804,Base Decipher,10.0,0
0.0,0.2124,0.052543975,Base Decipher,10.0,1
0.0,0.2104,0.08875055,Base Decipher,10.0,2
0.4930555820465088,0.9964000000000001,0.85536784,Decipher-VZ,0.1,3
0.48726314306259155,0.99,0.82235277,Decipher-VZ,0.1,4
0.3995323181152344,0.8907999999999999,0.70080376,Decipher-VZ,0.5,3
0.26411348581314087,0.986,0.7340401,Decipher-VZ,0.5,4
0.23046720027923584,0.7964,0.6103577,Decipher-VZ,1.0,3
0.42475712299346924,0.9527999999999999,0.7998111,Decipher-VZ,1.0,4
0.11054757237434387,0.4136,0.500655,Decipher-VZ,2.0,3
0.2912214994430542,0.7712,0.6203891,Decipher-VZ,2.0,4
0.01274174451828003,0.5312,0.53883135,Decipher-VZ,5.0,3
0.025758475065231323,0.618,0.56656325,Decipher-VZ,5.0,4
0.0021449923515319824,0.4384,0.49689206,Decipher-VZ,7.5,3
0.07032263278961182,0.4368,0.5861084,Decipher-VZ,7.5,4
8.940696716308594e-08,0.38520000000000004,0.30235973,Decipher-VZ,10.0,3
0.10502412915229797,0.4648,0.51251584,Decipher-VZ,10.0,4
0.5166443586349487,0.9892,0.84032327,Decipher-VZ2,0.1,3
0.4954646825790405,0.9892,0.8230526,Decipher-VZ2,0.1,4
0.43665027618408203,0.9119999999999999,0.71328914,Decipher-VZ2,0.5,3
0.28355586528778076,0.9852000000000001,0.7325876,Decipher-VZ2,0.5,4
0.17637526988983154,0.9684000000000001,0.6616997,Decipher-VZ2,1.0,3
0.3226383328437805,0.9076000000000001,0.6622896,Decipher-VZ2,1.0,4
0.12700539827346802,0.788,0.59728026,Decipher-VZ2,2.0,3
0.09581536054611206,0.8368,0.5430769,Decipher-VZ2,2.0,4
2.9802322387695312e-08,0.39759999999999995,0.43097028,Decipher-VZ2,5.0,3
0.043907344341278076,0.6239999999999999,0.54621905,Decipher-VZ2,5.0,4
1.4901161193847656e-07,0.45,0.48243827,Decipher-VZ2,7.5,3
0.015116304159164429,0.5307999999999999,0.53286904,Decipher-VZ2,7.5,4
5.960464477539063e-08,0.39880000000000004,0.28441104,Decipher-VZ2,10.0,3
1.4901161193847656e-07,0.40759999999999996,0.4874379,Decipher-VZ2,10.0,4
0.5297390818595886,0.9812000000000001,0.83837336,Decipher-MF,0.1,3
0.4981483221054077,0.9763999999999999,0.8543952,Decipher-MF,0.1,4
0.357013463973999,0.942,0.72625446,Decipher-MF,0.5,3
0.3206685781478882,0.9827999999999999,0.70753103,Decipher-MF,0.5,4
0.309242844581604,0.8004,0.6643573,Decipher-MF,1.0,3
0.2259819507598877,0.978,0.7061114,Decipher-MF,1.0,4
0.13719850778579712,0.7388,0.5326046,Decipher-MF,2.0,3
0.15717339515686035,0.9296,0.6654314,Decipher-MF,2.0,4
0.0018020868301391602,0.44959999999999994,0.42388073,Decipher-MF,5.0,3
0.05855172872543335,0.4004,0.5413151,Decipher-MF,5.0,4
0.0008323192596435547,0.4176,0.53868383,Decipher-MF,7.5,3
0.3516042232513428,0.5408000000000001,0.5667356,Decipher-MF,7.5,4
8.940696716308594e-08,0.2864,0.36243576,Decipher-MF,10.0,3
8.940696716308594e-08,0.29359999999999997,0.40254945,Decipher-MF,10.0,4
0.49368131160736084,0.9847999999999999,0.843211,Base Decipher,0.1,3
0.4925791621208191,0.9899999999999999,0.8521597,Base Decipher,0.1,4
0.15962442755699158,0.9944000000000001,0.63103706,Base Decipher,0.5,3
0.2477584183216095,0.984,0.708561,Base Decipher,0.5,4
1.1920928955078125e-07,0.594,0.39412704,Base Decipher,1.0,3
0.08503514528274536,0.5895999999999999,0.5184526,Base Decipher,1.0,4
0.0,0.22200000000000003,0.165434,Base Decipher,2.0,3
8.940696716308594e-08,0.47000000000000003,0.4775524,Base Decipher,2.0,4
0.0,0.22160000000000002,0.06991036,Base Decipher,5.0,3
0.0,0.2512,0.2044746,Base Decipher,5.0,4
0.0,0.22160000000000002,0.06048294,Base Decipher,7.5,3
0.0,0.2184,0.14383763,Base Decipher,7.5,4
0.0,0.22080000000000002,0.06390341,Base Decipher,10.0,3
0.0,0.21760000000000002,0.10224424,Base Decipher,10.0,4
