model,n_z_dims,shift_sigma,seed,decipher_seed,rho,trained_h5ad,r2_overall,r2_per_gene_median,error
Base Decipher,3,0.5,3,1,0.9574366954317632,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma0.5_seed3_decipher.h5ad,0.9018659629454814,0.7759594262052487,
Base Decipher,3,0.5,4,1,0.9533051339538541,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma0.5_seed4_decipher.h5ad,0.8474253857713239,0.6712733197934677,
Base Decipher,3,1.0,3,1,0.8823620224980151,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma1.0_seed3_decipher.h5ad,0.9259872321658889,0.8504926614663765,
Base Decipher,3,1.0,4,1,0.8080070992637143,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma1.0_seed4_decipher.h5ad,0.8848247172354881,0.8019059730567305,
Base Decipher,3,2.0,3,1,0.818359964718096,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma2.0_seed3_decipher.h5ad,0.941211995795807,0.9008566358612934,
Base Decipher,3,2.0,4,1,0.8128376717728818,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma2.0_seed4_decipher.h5ad,0.926813883544641,0.8845484117465537,
Base Decipher,3,5.0,3,1,0.8170485282920923,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma5.0_seed3_decipher.h5ad,0.9624291447120357,0.9476139636483838,
Base Decipher,3,5.0,4,1,0.8659221188006477,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma5.0_seed4_decipher.h5ad,0.9594085269040346,0.9435766235981096,
Base Decipher,3,7.5,3,1,0.8720413331997224,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma7.5_seed3_decipher.h5ad,0.9657540632538126,0.9573693770766629,
Base Decipher,3,7.5,4,1,0.7237741745733535,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma7.5_seed4_decipher.h5ad,0.9698348966192405,0.9572583488994111,
Base Decipher,3,10.0,3,1,0.7618434833514554,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma10.0_seed3_decipher.h5ad,0.9706121302935173,0.965798512351714,
Base Decipher,3,10.0,4,1,0.7816705370426554,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0804/trained/sigma10.0_seed4_decipher.h5ad,0.9744990033704298,0.9669511958538763,
