ilisi,graph_conn,sil_batch,model,shift_sigma,seed
0.4637584686279297,0.9555999999999999,0.821811,Decipher-VZ2-Add,0.1,0
0.49525684118270874,0.9683999999999999,0.86171687,Decipher-VZ2-Add,0.1,1
0.5268774032592773,0.9607999999999999,0.89582473,Decipher-VZ2-Add,0.1,2
0.4934065341949463,0.992,0.8598876,Decipher-VZ2-Add,0.1,3
0.4982806444168091,0.9872,0.8436781,Decipher-VZ2-Add,0.1,4
0.260403037071228,0.9328,0.71790725,Decipher-VZ2-Add,0.25,0
0.2534933090209961,0.9643999999999998,0.7373177,Decipher-VZ2-Add,0.25,1
0.43076205253601074,0.9527999999999999,0.83531,Decipher-VZ2-Add,0.25,2
0.31305432319641113,0.9948,0.74608827,Decipher-VZ2-Add,0.25,3
0.3884097933769226,0.9911999999999999,0.73468,Decipher-VZ2-Add,0.25,4
0.0007114112377166748,0.5720000000000001,0.45324817,Decipher-VZ2-Add,0.5,0
0.060986608266830444,0.9772000000000001,0.62790096,Decipher-VZ2-Add,0.5,1
0.1438734531402588,0.9675999999999998,0.66578895,Decipher-VZ2-Add,0.5,2
0.13480538129806519,0.9576,0.5928384,Decipher-VZ2-Add,0.5,3
0.27285540103912354,0.9507999999999999,0.7049188,Decipher-VZ2-Add,0.5,4
8.940696716308594e-08,0.5604,0.41858882,Decipher-VZ2-Add,0.75,0
0.02388852834701538,0.578,0.588364,Decipher-VZ2-Add,0.75,1
0.040048956871032715,0.8124,0.58637726,Decipher-VZ2-Add,0.75,2
0.012720078229904175,0.8824,0.45115453,Decipher-VZ2-Add,0.75,3
0.18723082542419434,0.7884,0.626195,Decipher-VZ2-Add,0.75,4
2.9802322387695312e-08,0.32039999999999996,0.3034571,Decipher-VZ2-Add,1.0,0
8.940696716308594e-08,0.5848,0.39463353,Decipher-VZ2-Add,1.0,1
0.006972849369049072,0.7444000000000001,0.53322333,Decipher-VZ2-Add,1.0,2
5.960464477539063e-08,0.4316,0.35825402,Decipher-VZ2-Add,1.0,3
0.07417312264442444,0.7504,0.55250263,Decipher-VZ2-Add,1.0,4
2.9802322387695312e-08,0.2512,0.21343414,Decipher-VZ2-Add,2.0,0
0.0,0.2872,0.25323883,Decipher-VZ2-Add,2.0,1
0.0,0.5012000000000001,0.35870585,Decipher-VZ2-Add,2.0,2
0.0,0.2204,0.20486578,Decipher-VZ2-Add,2.0,3
8.940696716308594e-08,0.5936,0.39134595,Decipher-VZ2-Add,2.0,4
0.0,0.2184,0.12886027,Decipher-VZ2-Add,5.0,0
0.0,0.21600000000000003,0.088007554,Decipher-VZ2-Add,5.0,1
0.0,0.2144,0.16720979,Decipher-VZ2-Add,5.0,2
0.0,0.22080000000000002,0.10564129,Decipher-VZ2-Add,5.0,3
0.0,0.2988,0.19910206,Decipher-VZ2-Add,5.0,4
0.4537792205810547,0.9443999999999999,0.8501388,Decipher-MF-Add,0.1,0
0.4546434283256531,0.952,0.8354446,Decipher-MF-Add,0.1,1
0.5262037515640259,0.9596,0.8965489,Decipher-MF-Add,0.1,2
0.4700876474380493,0.9804,0.8466342,Decipher-MF-Add,0.1,3
0.4930347204208374,0.9904,0.8244265,Decipher-MF-Add,0.1,4
0.257693886756897,0.8948,0.73543614,Decipher-MF-Add,0.25,0
0.24901288747787476,0.9743999999999999,0.7655263,Decipher-MF-Add,0.25,1
0.3991280794143677,0.9551999999999999,0.79131955,Decipher-MF-Add,0.25,2
0.29298150539398193,0.9911999999999999,0.7496742,Decipher-MF-Add,0.25,3
0.3822062015533447,0.9928000000000001,0.7339355,Decipher-MF-Add,0.25,4
0.014441311359405518,0.5731999999999999,0.5117585,Decipher-MF-Add,0.5,0
0.08895817399024963,0.9715999999999999,0.6358687,Decipher-MF-Add,0.5,1
0.1485390067100525,0.8816,0.66126376,Decipher-MF-Add,0.5,2
0.15013551712036133,0.9907999999999999,0.6594664,Decipher-MF-Add,0.5,3
0.24203956127166748,0.9856000000000001,0.68100697,Decipher-MF-Add,0.5,4
5.960464477539063e-08,0.49960000000000004,0.43846598,Decipher-MF-Add,0.75,0
0.036200255155563354,0.8672000000000001,0.5213911,Decipher-MF-Add,0.75,1
0.030787646770477295,0.8412000000000001,0.5495168,Decipher-MF-Add,0.75,2
0.004873454570770264,0.9172,0.47371775,Decipher-MF-Add,0.75,3
0.1542130708694458,0.8724000000000001,0.6361179,Decipher-MF-Add,0.75,4
2.9802322387695312e-08,0.3272,0.3101716,Decipher-MF-Add,1.0,0
1.1920928955078125e-07,0.21280000000000002,0.33497423,Decipher-MF-Add,1.0,1
1.7881393432617188e-07,0.6135999999999999,0.4743854,Decipher-MF-Add,1.0,2
0.013474255800247192,0.7528,0.5227086,Decipher-MF-Add,1.0,3
0.05669805407524109,0.7904000000000001,0.5836502,Decipher-MF-Add,1.0,4
0.0,0.2156,0.17713198,Decipher-MF-Add,2.0,0
0.0,0.21600000000000003,0.17078368,Decipher-MF-Add,2.0,1
2.9802322387695312e-08,0.392,0.3446055,Decipher-MF-Add,2.0,2
0.0,0.22160000000000002,0.16712871,Decipher-MF-Add,2.0,3
8.940696716308594e-08,0.594,0.40092468,Decipher-MF-Add,2.0,4
0.0,0.2156,0.08744348,Decipher-MF-Add,5.0,0
0.0,0.2136,0.08389505,Decipher-MF-Add,5.0,1
0.0,0.2116,0.113590434,Decipher-MF-Add,5.0,2
0.0,0.22160000000000002,0.08565717,Decipher-MF-Add,5.0,3
0.0,0.22160000000000002,0.18979208,Decipher-MF-Add,5.0,4
0.49721527099609375,0.8992000000000001,0.80177957,Base Decipher,0.1,0
0.45678436756134033,0.968,0.7974124,Base Decipher,0.1,1
0.5361172556877136,0.9575999999999999,0.8956833,Base Decipher,0.1,2
0.49368131160736084,0.9847999999999999,0.843211,Base Decipher,0.1,3
0.4925791621208191,0.9899999999999999,0.8521597,Base Decipher,0.1,4
0.23124021291732788,0.9396000000000001,0.72636914,Base Decipher,0.25,0
0.2496699094772339,0.9692000000000001,0.7819768,Base Decipher,0.25,1
0.3479732275009155,0.9608000000000001,0.8133485,Base Decipher,0.25,2
0.29162144660949707,0.9932000000000001,0.7336978,Base Decipher,0.25,3
0.38871848583221436,0.9924,0.79069626,Base Decipher,0.25,4
1.1920928955078125e-07,0.5064,0.41583258,Base Decipher,0.5,0
0.08764174580574036,0.9788,0.6376954,Base Decipher,0.5,1
0.13779836893081665,0.8867999999999998,0.66020936,Base Decipher,0.5,2
0.15962442755699158,0.9944000000000001,0.63103706,Base Decipher,0.5,3
0.2477584183216095,0.984,0.708561,Base Decipher,0.5,4
2.9802322387695312e-08,0.36279999999999996,0.32084328,Base Decipher,0.75,0
5.960464477539063e-08,0.3956,0.3614721,Base Decipher,0.75,1
0.01847243309020996,0.8108000000000001,0.5464598,Base Decipher,0.75,2
0.06317400932312012,0.8751999999999999,0.5488976,Base Decipher,0.75,3
0.17916595935821533,0.7908,0.65612596,Base Decipher,0.75,4
0.0,0.2992,0.29688329,Base Decipher,1.0,0
5.960464477539063e-08,0.38760000000000006,0.35500988,Base Decipher,1.0,1
5.960464477539063e-08,0.5256000000000001,0.48338634,Base Decipher,1.0,2
1.1920928955078125e-07,0.594,0.39412704,Base Decipher,1.0,3
0.08503514528274536,0.5895999999999999,0.5184526,Base Decipher,1.0,4
0.0,0.21760000000000002,0.16712493,Base Decipher,2.0,0
0.0,0.21280000000000002,0.16174035,Base Decipher,2.0,1
0.0,0.21519999999999997,0.34389928,Base Decipher,2.0,2
0.0,0.22200000000000003,0.165434,Base Decipher,2.0,3
8.940696716308594e-08,0.47000000000000003,0.4775524,Base Decipher,2.0,4
0.0,0.2152,0.10295079,Base Decipher,5.0,0
0.0,0.21480000000000002,0.073660865,Base Decipher,5.0,1
0.0,0.2056,0.121926166,Base Decipher,5.0,2
0.0,0.22160000000000002,0.06991036,Base Decipher,5.0,3
0.0,0.2512,0.2044746,Base Decipher,5.0,4
