model,n_z_dims,shift_sigma,seed,decipher_seed,rho,trained_h5ad,r2_overall,r2_per_gene_median,error
Decipher-MF-Add,3,0.1,0,1,0.8580378817764329,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.1_seed0_decipher_mf_add.h5ad,0.7573651622366094,0.4712525359993669,
Decipher-MF-Add,3,0.1,1,1,0.9208822743489187,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.1_seed1_decipher_mf_add.h5ad,0.7812500715794491,0.5526992115497448,
Decipher-MF-Add,3,0.1,2,1,0.8706295090692797,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.1_seed2_decipher_mf_add.h5ad,0.7556658411348929,0.44605976722940255,
Decipher-MF-Add,3,0.2,0,1,0.7835174933236845,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.2_seed0_decipher_mf_add.h5ad,0.7533646801755833,0.48694452514111686,
Decipher-MF-Add,3,0.2,1,1,0.9094880531084738,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.2_seed1_decipher_mf_add.h5ad,0.7718326306998741,0.5457847788968998,
Decipher-MF-Add,3,0.2,2,1,0.8149217674316075,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.2_seed2_decipher_mf_add.h5ad,0.7606865575024091,0.4645395499566559,
Decipher-MF-Add,3,0.3,0,1,0.7295842616838327,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.3_seed0_decipher_mf_add.h5ad,0.6233532938013766,0.3668675801535638,
Decipher-MF-Add,3,0.3,1,1,0.8748252276378299,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.3_seed1_decipher_mf_add.h5ad,0.6610227692512988,0.38211766350006826,
Decipher-MF-Add,3,0.3,2,1,0.8134613634728405,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.3_seed2_decipher_mf_add.h5ad,0.7509638059166235,0.4548546527962282,
Base Decipher,3,0.1,0,1,0.8661889965505913,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.1_seed0_decipher.h5ad,0.762702421407007,0.4569232865141493,
Base Decipher,3,0.1,1,1,0.9230501191073923,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.1_seed1_decipher.h5ad,0.7796148029533605,0.5422448873182517,
Base Decipher,3,0.1,2,1,0.8772778942853469,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.1_seed2_decipher.h5ad,0.7537655992134051,0.44866760967958375,
Base Decipher,3,0.2,0,1,0.7666721040813199,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.2_seed0_decipher.h5ad,0.7605846283140216,0.5213509640322137,
Base Decipher,3,0.2,1,1,0.9126910480425239,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.2_seed1_decipher.h5ad,0.7687850656057971,0.5283302308422935,
Base Decipher,3,0.2,2,1,0.8733714433880584,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.2_seed2_decipher.h5ad,0.731292741117268,0.39208642499304136,
Base Decipher,3,0.3,0,1,0.7101562077420973,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.3_seed0_decipher.h5ad,0.7614098642962336,0.543288818294283,
Base Decipher,3,0.3,1,1,0.8982646227889931,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.3_seed1_decipher.h5ad,0.7680860465905491,0.5545871791144303,
Base Decipher,3,0.3,2,1,0.8294166871737639,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0821/trained/sigma0.3_seed2_decipher.h5ad,0.7549177996250382,0.4819565548883094,
