ilisi,graph_conn,sil_batch,model,shift_sigma,seed
0.49743616580963135,0.9652,0.90563333,Decipher-VZ-Add,0.1,0
0.49075543880462646,0.9768000000000001,0.89896566,Decipher-VZ-Add,0.1,1
0.44166266918182373,0.9616,0.8421464,Decipher-VZ-Add,0.1,2
0.0022860467433929443,0.6564,0.7387164,Decipher-VZ-Add,0.25,0
0.10466372966766357,0.804,0.6658424,Decipher-VZ-Add,0.25,1
0.42673397064208984,0.8863999999999999,0.81885433,Decipher-VZ-Add,0.25,2
0.0,0.2044,0.15058072,Decipher-VZ-Add,0.5,0
0.2846214771270752,0.9248000000000001,0.77187604,Decipher-VZ-Add,0.5,1
1.1920928955078125e-07,0.3436,0.41768327,Decipher-VZ-Add,0.5,2
0.0,0.20600000000000002,0.13061234,Decipher-VZ-Add,1.0,0
0.0,0.23399999999999999,0.1345683,Decipher-VZ-Add,1.0,1
0.0,0.2092,0.087118745,Decipher-VZ-Add,1.0,2
0.46528851985931396,0.9663999999999998,0.8758553,Decipher-VZ2-Add,0.1,0
0.4733544588088989,0.9704,0.88335025,Decipher-VZ2-Add,0.1,1
0.46142780780792236,0.9583999999999999,0.8809325,Decipher-VZ2-Add,0.1,2
0.024797052145004272,0.7916000000000001,0.75500983,Decipher-VZ2-Add,0.25,0
0.10743057727813721,0.7668000000000001,0.7459574,Decipher-VZ2-Add,0.25,1
2.9802322387695312e-08,0.732,0.692959,Decipher-VZ2-Add,0.25,2
0.0,0.23079999999999998,0.14876749,Decipher-VZ2-Add,0.5,0
0.013672828674316406,0.7248,0.6236712,Decipher-VZ2-Add,0.5,1
0.0,0.2124,0.16092002,Decipher-VZ2-Add,0.5,2
0.0,0.198,0.055950515,Decipher-VZ2-Add,1.0,0
2.9802322387695312e-08,0.3036,0.23823693,Decipher-VZ2-Add,1.0,1
0.0,0.2144,0.08653276,Decipher-VZ2-Add,1.0,2
0.46688711643218994,0.9491999999999999,0.9024019,Decipher-MF-Add,0.1,0
0.48186445236206055,0.9256,0.88732785,Decipher-MF-Add,0.1,1
0.4701880216598511,0.9663999999999999,0.89042026,Decipher-MF-Add,0.1,2
0.33270758390426636,0.9276,0.85587806,Decipher-MF-Add,0.25,0
0.36170363426208496,0.9244,0.8307694,Decipher-MF-Add,0.25,1
0.38388824462890625,0.8764,0.8405153,Decipher-MF-Add,0.25,2
0.004048645496368408,0.288,0.4390974,Decipher-MF-Add,0.5,0
0.3662451505661011,0.9196,0.80792093,Decipher-MF-Add,0.5,1
0.015380918979644775,0.4436,0.47754478,Decipher-MF-Add,0.5,2
0.0,0.2156,0.061446734,Decipher-MF-Add,1.0,0
0.0,0.21400000000000002,0.13678452,Decipher-MF-Add,1.0,1
1.1920928955078125e-07,0.49800000000000005,0.4129401,Decipher-MF-Add,1.0,2
0.4962949752807617,0.9596,0.9170989,Decipher-ZX,0.1,0
