model,n_z_dims,shift_sigma,seed,decipher_seed,beta,batch_mode,rho,trained_h5ad,r2_overall,r2_per_gene_median,error
Base Decipher,3,0.1,2,1,0.1,genes,0.8794064819744309,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma0.1_seed2_decipher.h5ad,0.6716482019744692,0.3580136765984281,
Base Decipher,3,0.25,0,1,0.1,genes,0.8843688042261261,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma0.25_seed0_decipher.h5ad,0.5727273962674015,0.3217107335758205,
Base Decipher,3,0.25,1,1,0.1,genes,0.9351674063153999,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma0.25_seed1_decipher.h5ad,0.6333213013331573,0.4024480682856285,
Base Decipher,3,0.25,2,1,0.1,genes,0.8494186414026488,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma0.25_seed2_decipher.h5ad,0.5214361834961362,0.2574911794258287,
Base Decipher,3,0.5,0,1,0.1,genes,0.1926503338581908,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma0.5_seed0_decipher.h5ad,0.5997934045805817,0.35452238992509233,
Base Decipher,3,0.5,1,1,0.1,genes,0.9189331610591271,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma0.5_seed1_decipher.h5ad,0.6330260805208294,0.4909084496608695,
Base Decipher,3,0.5,2,1,0.1,genes,0.6279345290602036,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma0.5_seed2_decipher.h5ad,0.597780960843369,0.3842975103473685,
Base Decipher,3,1.0,0,1,0.1,genes,0.22475828668016049,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma1.0_seed0_decipher.h5ad,0.6792702398078595,0.5882907353985638,
Base Decipher,3,1.0,1,1,0.1,genes,0.5695790799392751,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma1.0_seed1_decipher.h5ad,0.6929014063169285,0.5825771425924398,
Base Decipher,3,1.0,2,1,0.1,genes,0.34346797529495027,/Users/alanxie/CodingProjects/Columbia/Azizi Lab/Spatial Nut Carcinoma/decipher-bc-methods/Data/Simulated Data/Simulated Data Generation/../Simulated Adata/shift_sigma_sweep/0825/trained/9.9_sigma1.0_seed2_decipher.h5ad,0.6837023719682531,0.5905169730965364,
